Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,920
Bicol Region,6972
Cagayan Valley,2114
Calabarzon,16776
Caraga,1388
Central Luzon,14583
Central Visayas,5736
Cordillera Administrative Region,1198
Davao Region,2752
Eastern Visayas,2420
Ilocos Region,3336
Metro Manila,20302
Mimaropa,3133
Northern Mindanao,2345
Soccsksargen,2055
Unknown,≤100
Western Visayas,5696
Zamboanga Peninsula,3242
