Location name,Amount spent (ARS)
Buenos Aires,2181233
Catamarca,44986
Chaco,124578
Chubut,97801
Ciudad Autónoma de Buenos Aires,243722
Corrientes,89553
Córdoba,3174536
Entre Rios,139951
Formosa,43943
Jujuy,357368
La Pampa,690538
La Rioja,211629
Mendoza,280216
Misiones,897584
Neuquén,307817
Río Negro,34794
Salta,1260028
San Juan,624589
San Luis,239346
Santa Cruz,34647
Santa Fe,613212
Santiago del Estero,37165
Tierra del Fuego,295274
Tucuman,197445
Unknown,274
