Location name,Amount spent (ARS)
Buenos Aires,1362401
Catamarca,97422
Chaco,64462
Chubut,91144
Ciudad Autónoma de Buenos Aires,330915
Corrientes,31980
Córdoba,2819643
Entre Rios,80546
Formosa,33168
Jujuy,18567
La Pampa,423110
La Rioja,24369
Mendoza,56137
Misiones,27703
Neuquén,162366
Río Negro,37571
Salta,106912
San Juan,131724
San Luis,67801
Santa Cruz,6133
Santa Fe,388662
Santiago del Estero,12008
Tierra del Fuego,54193
Tucuman,77033
Unknown,153
