Page ID,Page name,Disclaimer,Amount spent (USD),Number of ads in Library
1409638192624686,Allen Chastanet,Allen Chastanet,≤100,4
1399417653716342,Maundy A. L. Lewis,Maundy Lewis,≤100,1
1629123210711989,Office of the Prime Minister of Saint Lucia,Office of the Prime Minister,≤100,1
102436538099511,Sohria Alexander,Reflect The Change,≤100,1
725505594135727,Adventure Escape,These ads ran without a disclaimer,≤100,1
101010421461159,Delyanne The Money Coach LLC,These ads ran without a disclaimer,≤100,1
517231405008910,Global Landscapes Forum,These ads ran without a disclaimer,≤100,2
101453801610760,Share-On Project,These ads ran without a disclaimer,≤100,1
192518364107436,Exness,These ads ran without a disclaimer,≤100,1
107996315091233,月旦港事,These ads ran without a disclaimer,≤100,2
181755128507397,Entradas a tu alcance,These ads ran without a disclaimer,≤100,1
102211979093712,EdHeroes,These ads ran without a disclaimer,≤100,1
