Location name,Amount spent (VND)
An Giang Province,23835
Bà Rịa–Vũng Tàu Province,8888
Bình Dương Province,28259
Bình Phước Province,4798
Bình Thuận Province,5759
Bình Định Province,33126
Bạc Liêu Province,8058
Bắc Giang Province,15460
Bắc Kạn Province,3949
Bắc Ninh Province,85411
Bến Tre Province,7030
Cao Bằng Province,52578
Cà Mau Province,19478
Cần Thơ,25067
Da Nang,12906
Gia Lai Province,59369
Haiphong,12316
Ho Chi Minh City,48146
Hà Giang Province,4394
Hà Nam Province,5905
Hà Tĩnh Province,10345
Hòa Bình Province,7322
Hưng Yên Province,5465
Hải Dương Province,14658
Hậu Giang Province,3683
Khánh Hòa Province,10629
Kiên Giang Province,24823
Kon Tum Province,5949
Lai Châu Province,1639
Long An Province,6284
Lào Cai Province,4747
Lâm Đồng Province,8887
Lạng Sơn Province,7159
Nam Định Province,13664
Nghệ An Province,34371
Ninh Bình Province,6284
Ninh Thuận Province,2569
Phú Thọ Province,11539
Phú Yên Province,3446
Quảng Bình Province,7431
Quảng Nam Province,7823
Quảng Ngãi Province,6623
Quảng Ninh Province,10962
Quảng Trị Province,8411
Sóc Trăng Province,14917
Sơn La Province,8668
Thanh Hóa Province,23395
Thái Bình Province,146691
Thái Nguyên Province,99086
Thừa Thiên–Huế Province,10915
Tiền Giang Province,30760
Trà Vinh Province,7865
Tuyên Quang Province,7141
Tây Ninh Province,6920
Vĩnh Long Province,10612
Vĩnh Phúc Province,6352
Yên Bái Province,7262
Điện Biên Province,5188
Đắk Lắk Province,94866
Đắk Nông Province,4302
Đồng Nai Province,13762
Đồng Tháp Province,19672
