Location name,Amount spent (TRY)
Adana Province,8780
Adıyaman Province,536
Afyonkarahisar Province,1858
Aksaray Province,939
Amasya Province,663
Ankara Province,26415
Antalya Province,14041
Ardahan Province,166
Artvin Province,434
Aydın Province,2458
Ağrı Province,262
Balıkesir Province,3247
Bartın Province,443
Batman Province,569
Bayburt Province,122
Bilecik Province,721
Bingöl Province,180
Bitlis Province,197
Bolu Province,700
Burdur Province,826
Bursa Province,12838
Denizli Province,2666
Diyarbakır Province,1022
Düzce Province,924
Edirne Province,603
Elazığ Province,746
Erzincan Province,380
Erzurum Province,1059
Eskişehir Province,4549
Gaziantep Province,7038
Giresun Province,1057
Gümüşhane Province,194
Hakkâri Province,≤100
Hatay Province,2190
Isparta Province,1130
Istanbul Province,89425
Iğdır Province,125
Kahramanmaraş Province,1544
Karabük Province,594
Karaman Province,607
Kars Province,249
Kastamonu Province,998
Kayseri Province,7135
Kilis Province,315
Kocaeli Province,9986
Konya Province,4815
Kütahya Province,1306
Kırklareli Province,638
Kırıkkale Province,792
Kırşehir Province,438
Malatya Province,1019
Manisa Province,6384
Mardin Province,718
Mersin Province,4426
Muğla Province,2001
Muş Province,191
Nevşehir Province,568
Niğde Province,786
Ordu Province,1766
Osmaniye Province,1266
Rize Province,861
Sakarya Province,1273
Samsun Province,4488
Siirt Province,192
Sinop Province,430
Sivas Province,1003
Tekirdağ Province,2882
Tokat Province,1717
Trabzon Province,1857
Tunceli Province,≤100
Unknown,≤100
Uşak Province,983
Van Province,723
Yalova Province,1154
Yozgat Province,677
Zonguldak Province,1313
Çanakkale Province,1376
Çankırı Province,337
Çorum Province,1229
İzmir Province,19376
Şanlıurfa Province,2403
Şırnak Province,314
