Page ID,Page name,Disclaimer,Amount spent (COP),Number of ads in Library
316256535073131,Gobernación de Antioquia,Gobernación de Antioquia,2915296,9
108379099286148,Alcaldía Mayor de Bogotá,Alcaldía Mayor de Bogotá,1441745,8
103754197881668,Esteban Restrepo,Fredy Esteban Restrepo Taborda,1269891,5
1059459884138781,Mauricio Tobón Franco.,Mauricio Tobón Franco,1219062,2
597006313643580,Gobernación del Valle del Cauca,Gobernación Valle del Cauca,611272,19
377334062304350,Secretaría de Educación de Bogotá,Secretaría de Educación de Bogotá,559865,10
619776134722439,Secretaría Distrital de Salud,Secretaría Distrital de Salud,505568,6
1115184931884092,Albert Corredor,Albert Corredor,472145,5
251292808253299,Canadian College,Canadian College,449095,10
301364506594738,Cumbre Mundial de Comunicación Política,Cumbre Mundial de Comunicación Política,441595,16
108576731393581,Juliana Enciso,Claudia Juliana Enciso Montes,430871,8
480612205430156,Deninson Mendoza,Deninson Mendoza Ramos,362045,5
201014753267112,Andrés Fernando Mesa Valencia,Andres Fernando Mesa Valencia,353809,29
1719725724954043,Rodrigo Rojas Lara,Rodrigo Rojas Lara,326056,2
336711793710254,Metro de Bogotá,Metro de Bogotá,294170,8
101871502791636,Carlos Acosta Juliao Oficial,Carlos Acosta Juliao Oficial,276095,5
102443416034705,Paula Toro Santana,Paula Toro Santana,259271,8
184284351706738,Lotería de Bogotá,Lotería de Bogotá,240690,4
195575853964886,Rodrigo Lara Restrepo,Movimiento Ciudadano Lara por Bogotá,235609,3
53177129367,Dilian Francisca Toro Torres,Dilian Francisca Toro,224652,5
116836247966846,Luis Fernando Suárez Gobernador,Luis Fernando Suárez Gobernador,224552,5
109536228288634,Nuevo Liberalismo Valle del Cauca,Nuevo Liberalismo Valle del Cauca,224552,14
115713854761529,Experienceidiomas,These ads ran without a disclaimer,215573,3
105860962029722,Felipe Vélez,Medellín Vuelve a Brillar,209176,6
1994248654223126,Ricardo Jorge,Ricardo Jorge,207142,1
1683544555207079,Rafael Martínez,Rafael Martinez,193276,2
256488875025665,Juan Bocanegra,Juan Carlos Bocanegra Chacón,184057,3
214167541938411,Juan Pablo Gallo,Juan Pablo Gallo,183845,59
167222580002790,Clara Luz Roldan Gonzalez,Clara Luz Roldán,182769,3
601336570076276,Rodolfo Correa,Rodolfo Andres Vargas Correa,171314,6
969143216462972,Felipe Cañizalez,Andreina Quintero Correa,171094,3
105437204540183,Miyerlandi Torres A,Miyerlandi Torres A,156770,5
418155555015037,Germán Escobar Cundinamarca,German Mauricio Escobar,156296,1
391099551688976,Manuel Correa,Manuel Correa,153193,14
108233262091178,David Islem R,David Islem R,147191,2
415910721915879,Hector Fabio Velasco Hernandez,Hector Fabio Velasco,146581,9
112155252163421,Sebastián López V.,Sebastian Lopez Valencia,146050,7
141361183156268,Juan Carlos Upegui,Juan Carlos Upegui,144723,2
104328067049129,Niñez YA - Sociedad civil por la niñez y la adolescencia,NiñezYA - Sociedad civil por la niñez y la adolescencia,141325,11
108827338788235,Por la defensa de Cali,POR LA DEFENSA DE CALI,140414,3
102383079246422,Paulo Gómez,Paulo Gómez,135939,2
1576524665931896,Carlos Amaya Primero Villanueva,Carlos Amaya Primero Villanueva,120721,12
370492339735164,Centro Democrático - Comunidad Oficial,Centro Democrático - Comunidad Oficial,115040,2
107269324429951,Víctor Ramos,Víctor Ramos,114400,40
812165288875574,Jaime Pumarejo,Toro Digital 1972,102626,7
466713146804873,Jonathan Vasquez,Jonathan Stivel Vasquez Gomez,102376,2
1581065862149234,Alcaldía de Tuluá John Jairo Gomez Aguirre,Alcaldía de Tuluá John Jairo Gomez Aguirre,101106,1
104472845840664,Juan Carlos Corrales,Juan Carlos Corrales,100523,2
