Location name,Amount spent (CLP)
Antofagasta Region,64103
Araucanía Region,87950
Arica y Parinacota Region,18325
Atacama Region,17937
Aysén Region,8897
Bío Bío Region,200160
Coquimbo Region,117009
Los Lagos Region,95996
Los Ríos Region,38324
Magallanes y la Antártica Chilena Region,14264
Maule Region,79334
O'Higgins Region,87612
Santiago Metropolitan Region,919239
Tarapacá Region,26173
Unknown,≤100
Valparaíso Region,173860
