Location name,Amount spent (USD)
Alabama,8283
Alaska,1880
Arizona,17411
Arkansas,6286
California,74788
Colorado,12493
Connecticut,6773
Delaware,1797
Florida,48674
Georgia,23984
Guam,≤100
Hawaii,2439
Idaho,7458
Illinois,26894
Indiana,15178
Iowa,6039
Kansas,5231
Kentucky,10943
Louisiana,10162
Maine,2964
Maryland,14435
Massachusetts,11073
Michigan,23754
Minnesota,20094
Mississippi,6040
Missouri,14446
Montana,3565
Nebraska,4453
Nevada,7484
New Hampshire,2673
New Jersey,15765
New Mexico,4738
New York,42242
North Carolina,22268
North Dakota,1162
Ohio,20772
Oklahoma,9978
Oregon,9801
Pennsylvania,31462
Puerto Rico,≤100
Rhode Island,1825
South Carolina,9095
South Dakota,1297
Tennessee,13154
Texas,59527
Unknown,≤100
Utah,6042
Vermont,2057
Virgin Islands (U.S.),≤100
Virginia,21860
Washington,17007
"Washington, District of Columbia",8576
West Virginia,3721
Wisconsin,10290
Wyoming,1398
