Location name,Amount spent (ARS)
Buenos Aires,13552335
Catamarca,298168
Chaco,314846
Chubut,1414664
Ciudad Autónoma de Buenos Aires,2842278
Corrientes,260793
Córdoba,4641494
Entre Rios,957278
Formosa,158940
Jujuy,317808
La Pampa,90215
La Rioja,107876
Mendoza,306394
Misiones,179410
Neuquén,207746
Río Negro,231848
Salta,305354
San Juan,181357
San Luis,159364
Santa Cruz,456162
Santa Fe,1071713
Santiago del Estero,175435
Tierra del Fuego,91427
Tucuman,286489
Unknown,971
