Page ID,Page name,Disclaimer,Amount spent (CRC),Number of ads in Library
117702158266385,Antonio Álvarez Desanti,Antonio Álvarez Desanti,27174,4
100248039454311,Mi Canton Digital,Mi Canton Digital,26630,5
158545737536838,Municipalidad de Escazú,Municipalidad de Escazú,10733,1
100508562815254,Juan Diego González Picado,Juan Diego González Picado,6522,4
123191400766960,Incubadora +Cr,+Costa Rica,3981,6
109647142474976,Alcalde Arnoldo Barahona,Alcalde Arnoldo Barahona,3261,1
102851155670931,mUEve,mUEve,3196,7
265843867173714,La Revista,La Revista,2148,1
101955851918321,Alcaldía de Alajuela,Alcaldía de Alajuela,1422,22
529759470407402,Nelson Ugalde Rojas,Nelson Ugalde Rojas,551,1
104592172188409,Best Novel,These ads ran without a disclaimer,543,1
1564830553770208,Encuentro Municipal,Jose Luis Jimenez Robleto,456,1
2625830587446096,Platano Gucci,These ads ran without a disclaimer,114,1
108415558812191,"Asoc, Independiente de Ganadería de Abangares",These ads ran without a disclaimer,≤100,1
100168528978115,It's Time to Chill,These ads ran without a disclaimer,≤100,1
101311725669928,Gethappyday,These ads ran without a disclaimer,≤100,1
1803798173247388,NDC Solutions,These ads ran without a disclaimer,≤100,1
296438217073791,11th Hour Racing,These ads ran without a disclaimer,≤100,1
103658718861482,Primeclass Photo,These ads ran without a disclaimer,≤100,1
