Location name,Amount spent (AUD)
Australian Capital Territory,1832
Jervis Bay Territory,≤100
New South Wales,17464
Norfolk Island,≤100
Northern Territory,494
Queensland,10854
South Australia,3693
Tasmania,972
Unknown,≤100
Victoria,12943
Western Australia,6553
