Page ID,Page name,Disclaimer,Amount spent (INR),Number of ads in Library
117766321322298,MP ke Mann Mein Modi,mpkemannmeinmodi.com,86253,89
105311899249332,CorruptionNath - करप्शननाथ,corruptionnath.com,83411,109
568928239883450,The Times Of A Better India,The Times Of A Better India,59606,13
101450529671208,Saalu Dora Selavu Dora,selavudora.com,49703,120
109545244848137,Crafto,Kutumb App,43171,18
109937650579639,discovery+,discovery+,37948,27
122113970879506,Nahi Sahega Rajasthan - नहीं सहेगा राजस्थान,Bharatiya Janata Party,37873,90
245708465537707,Bhupesh Baghel,Bhupesh Baghel,34384,2
104211439033799,Jagane Kavali,Jagane Kavali,28301,52
327120054405346,Jagananna ki Thoduga,Jagan Anna ki Thoduga,26617,50
132495066874513,GAIL (India) Limited,Interactive Bees Pvt. Ltd,21270,19
791496597580042,Miracles Academy Of Arts & Media Pvt.Ltd.,Miracles Academy Of Arts & Media Pvt.Ltd.,16982,1
278423842321236,BJP Rajasthan,Bharatiya Janata Party (BJP),16816,44
112058781694921,Fiigs India,Lebhaari,14531,14
479998865355592,Aditya Birla Group,Aditya Birla Group,13959,9
132689140088396,smilefoundation,smilefoundation,13827,19
330760810293224,HelpAge India,HelpAge India,12519,11
101713962007976,Amrit Mahotsav,Amrit Mahotsav,12140,13
1434753153489234,"DIPR, Department of Information & Public Relations, Rajasthan",DIPR,11727,4
105515435289387,Kaka Abhi Zinda Hai,Kaka Abhi Zinda Hai,11640,14
109779048752146,Maharashtra Building and Other Construction worker's welfare Board,Maharashtra Building and Other Construction worker's welfare Board,11582,17
103036987747307,Congress Sarkar Bharosa Barkarar,Congress Sarkar Bharosa Barkarar,11428,14
797927846899300,Flag Foundation of India,Flag Foundation of India,10737,13
121924297508141,Impact Guru Foundation India,Impact Guru Foundation,10344,52
174283119250672,Bal Raksha Bharat,Bal Raksha Bharat,9162,53
1293402667423924,Bhupesh Hai To Bharosa Hai,Bhupesh Hai To Bharosa Hai,8958,20
108080828884036,Gehlot Phir Se,DesignBoxed,8498,1
1510631479236816,Hawa Badlo,Interactive Bees Pvt Ltd,8157,6
21169267101,Give,Give,7726,47
402723946481290,Indian National Congress - Chhattisgarh,Indian National Congress - Chhattisgarh,7602,3
123405501008524,Mercedes-Benz India,Mercedes-Benz India,7466,4
395658807511230,International Automobile Centre of Excellence,International Automobile Centre of Excellence (iACE),6693,5
107741632212792,Bye Bye BJP,Bye Bye BJP,6587,6
105856108971005,Shiv Rajya,Shiv Rajya,6093,19
349222085840969,Youth in Politics,Indian Political Action Committee,5792,15
109779048752146,Maharashtra Building and Other Construction worker's welfare Board,OM Enterprises,5788,10
103782051383159,School of Politics,School of Politics,5755,22
805526169610318,Shubhashray Housing India,shubhashray housing india,5359,10
114233898263244,Indian Compass Videos,theindiancompass.com,5268,104
123297034088243,Bhag Bhajpa Ke,Bhag Bhajpa Ke,5192,14
309587409080562,YSR Congress  Party - YSRCP,Jagane Kavali,5118,17
1401117106783618,Bjp Chhattisgarh,Bharatiya Janata Party,5111,37
101355275528178,The Democratic Eye,The Democratic Eye,5004,25
528307847248802,Indian National Congress -  Madhya Pradesh,Indian National Congress -  Madhya Pradesh,4751,10
556460937783583,SHAIK Mohammed IQBAL - MLC,SHAIK Mohammed IQBAL - MLC,4705,5
107721289005515,धामी का विकल्प रहित संकल्प,धामी का विकल्प रहित संकल्प,4606,2
667560657014524,Mahendra Singh Solanki,Swanit Infotech,4450,3
104736419210593,PACE INDIA,PACE INDIA,4399,8
201603136706772,DPR Chhattisgarh,Clarion IT,4358,2
239274382791862,Ashok Lahoty,Ashok Lahoty,4284,4
109420791502943,Adv. Avaneesh Tirthraj Singh,Pulse Digital Marketing,4275,2
105671775473178,Jan Suraaj,Jan Suraaj,4243,5
101437656247049,Modi Quotes,Modi Quotes,4122,8
544920495569144,CP Joshi,CP Joshi,4063,13
221256415973730,Ankuram IVF,Ankuram IVF,4011,8
105919999093332,Varta24/वार्ता 24,Varta24/वार्ता 24,3907,3
1987488401557504,Mahathugbandhan - महाठगबंधन,Mahathugbandhan - महाठगबंधन,3897,18
1980147418956206,Ranjeetsingh Hinduraoji Naik Nimbalkar,Ranjeetsingh Hinduraoji Naik Nimbalkar,3879,4
247698975430137,Basava Nadina Bhagiratha,Basava Nadina Bhagiratha,3876,1
105311675800052,Chhattisgarhiya Chaupal-छत्तीसगढ़िया चौपाल,Chhattisgarhiya Chaupal-छत्तीसगढ़िया चौपाल,3778,7
746568209028564,Dr. Basu Eye Hospital,Dr. Basu Eye Hospital,3751,4
1614689125343644,SILAII,SILAII,3700,8
107594063255738,Ankur Warikoo,These ads ran without a disclaimer,3600,10
103475454755546,Krishna Prasad,Krishna Prasad,3566,20
201603136706772,DPR Chhattisgarh,SHREERAM ADVERTISING AND MARKETING,3470,1
107334185444129,Charitism Global,Charitism Global,3456,1
102526615604654,Aatral Ashok Kumar,Aatral Ashok Kumar,3442,6
105815225595031,मोदी साथे राजस्थान,मोदी साथे राजस्थान,3409,10
106067217612056,Bhumana Abhinay,Bhumana Abhinay,3366,3
118837474478228,Northeast With NaMo,Northeast With NaMo,3353,67
703726259672921,BJP Telangana,Bharatiya Janata Party (BJP),3291,37
102973272373231,Madhya Pradesh CM Report Card,Madhya Pradesh CM Report Card,3247,35
248431212597208,MP बोले फिर भाजपा,MP बोले फिर भाजपा,3135,14
307532336099475,Makarand Narwekar,Makarand Narwekar,3077,2
100323604995836,Ramdas Patil,Ramdas Patil,3047,5
108320575192752,मजबूत बनता मध्य प्रदेश,मजबूत बनता मध्य प्रदेश,3027,10
108992338707380,Ankur Warikoo Courses,These ads ran without a disclaimer,3018,4
574079826086251,Phir Ek Baar Modi Sarkar,phirekbaarmodisarkar.com,2873,20
101989165801500,Madhya Pradesh Updates,Madhya Pradesh Updates,2867,18
102715296085726,Neta Ji,Awesomebyte,2814,3
107414168269023,Telangana Atma Gouravam,Telangana Atma Gouravam,2808,14
115738097780657,लाडके मुख्यमंत्री- एकनाथ शिंदे,लाडके मुख्यमंत्री- एकनाथ शिंदे,2807,4
305671679836106,Rajesh Shukla - Bablu,Rajesh Shukla - Bablu,2746,3
318205675275285,APL Apollo Tubes Limited,APL Apollo Tubes,2745,2
131008353232245,महाराष्ट्राचा विश्वास - एकनाथ,Shinde Sahab Fans,2710,7
296002831234834,Swapnil Kothari,Swapnil Kothari,2703,5
1497930450515042,Pochampally Srinivas Reddy,Pochampally Srinivas Reddy,2679,5
147721068911799,Sunil Ardad-सुनील आर्दड,Sunil Ardad-सुनील आर्दड,2626,8
877635762263500,Sanjay Chechi,Sanjay Chechi,2623,5
582059248497587,Ashish Sood,Ashish Sood,2596,4
107538225694864,Ramvir Singh Bidhuri,Ramvir Singh Bidhuri,2567,5
145755812696400,Tarun Bhanot,Tarun Bhanot,2500,12
