Location name,Amount spent (USD)
Alabama,14633
Alaska,2918
American Samoa,≤100
Arizona,29616
Arkansas,9253
California,125797
Colorado,24003
Connecticut,9718
Delaware,3867
Florida,72800
Georgia,33835
Guam,≤100
Hawaii,4536
Idaho,5758
Illinois,45678
Indiana,20214
Iowa,17962
Kansas,11812
Kentucky,16639
Louisiana,20174
Maine,4904
Maryland,21315
Massachusetts,19391
Michigan,35445
Minnesota,14083
Mississippi,19251
Missouri,19221
Montana,5341
Nebraska,7362
Nevada,13524
New Hampshire,6286
New Jersey,31221
New Mexico,6625
New York,63252
North Carolina,38815
North Dakota,2353
Northern Mariana Islands,≤100
Ohio,112145
Oklahoma,13616
Oregon,13084
Pennsylvania,50873
Puerto Rico,≤100
Rhode Island,3738
South Carolina,19766
South Dakota,2048
Tennessee,34283
Texas,96080
Unknown,132
Utah,8614
Vermont,1691
Virgin Islands (U.S.),≤100
Virginia,31951
Washington,23187
"Washington, District of Columbia",6749
West Virginia,7225
Wisconsin,18432
Wyoming,1655
