Location name,Amount spent (PKR)
Azad Kashmir,711
Balochistan,1223
Federally Administered Tribal Areas,185
Gilgit-Baltistan,407
Islamabad Capital Territory,13306
Khyber Pakhtunkhwa,7525
Punjab,18771
Sindh,10362
Unknown,≤100
