Location name,Amount spent (NOK)
Akershus,3522
Aust-Agder,548
Buskerud,1514
Finnmark,426
Hedmark,1027
Hordaland,2979
Møre og Romsdal,1513
Nord-Trøndelag,880
Nordland,1337
Oppland,972
Oslo,8810
Rogaland,3051
Sogn og Fjordane,538
Sør-Trøndelag,2218
Telemark,1119
Troms,1153
Unknown,≤100
Vest-Agder,1249
Vestfold,1759
Østfold,1639
