Location name,Amount spent (EUR)
Abruzzo,814
Aosta Valley,≤100
Basilicata,367
Calabria,1182
Campania,3733
Emilia-Romagna,2987
Friuli-Venezia Giulia,692
Lazio,4694
Liguria,1364
Lombardia,5881
Marche,920
Molise,463
Piedmont,2519
Puglia,2503
Sardinia,1310
Sicilia,3327
Trentino-Alto Adige,555
Tuscany,2348
Umbria,593
Unknown,≤100
Veneto,2359
