Location name,Amount spent (EUR)
Burgenland,210
Carinthia,6207
Lower Austria,1243
Salzburg,542
Styria,1251
Tyrol,498
Unknown,≤100
Upper Austria,1136
Vienna,1617
Vorarlberg,280
