Location name,Amount spent (NZD)
Auckland Region,3302
Bay of Plenty Region,595
Canterbury,1363
Gisborne District,≤100
Hawke's Bay,275
Manawatu-Wanganui,525
Marlborough Region,≤100
Nelson Province,103
Northland Region,256
Otago,590
Southland,126
Taranaki,179
Tasman District,≤100
Unknown,≤100
Waikato,1145
Wellington Region,1232
West Coast,≤100
