Location name,Amount spent (PKR)
Azad Kashmir,880
Balochistan,1269
Federally Administered Tribal Areas,217
Gilgit-Baltistan,590
Islamabad Capital Territory,13536
Khyber Pakhtunkhwa,16620
Punjab,27913
Sindh,9560
Unknown,≤100
