Location name,Amount spent (NOK)
Akershus,10319
Aust-Agder,2146
Buskerud,4535
Finnmark,1280
Hedmark,3076
Hordaland,10485
Møre og Romsdal,4180
Nord-Trøndelag,1767
Nordland,3602
Oppland,2772
Oslo,10355
Rogaland,5895
Sogn og Fjordane,1329
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,6105
Telemark,3548
Troms,2913
Unknown,≤100
Vest-Agder,2711
Vestfold,3850
Østfold,5367
