Location name,Amount spent (PKR)
Azad Kashmir,1937
Balochistan,2699
Federally Administered Tribal Areas,617
Gilgit-Baltistan,989
Islamabad Capital Territory,3340
Khyber Pakhtunkhwa,17260
Punjab,51964
Sindh,21185
Unknown,≤100
