Location name,Amount spent (NZD)
Auckland Region,4030
Bay of Plenty Region,948
Canterbury,1612
Cook Islands,≤100
Gisborne District,115
Hawke's Bay,439
Manawatu-Wanganui,655
Marlborough Region,105
Nelson Province,246
Niue,≤100
Northland Region,418
Otago,530
Southland,267
Taranaki,329
Tasman District,114
Unknown,≤100
Waikato,1236
Wellington Region,1200
West Coast,≤100
