Location name,Amount spent (EUR)
Andalusia,8146
Aragón,1841
Balearic Islands,1984
Cantabria,387
Castilla y Leon,1403
Castilla-La Mancha,1337
Cataluña,7741
Comunidad Valenciana,4900
Comunidad de Madrid,7517
Extremadura,1634
Galicia,1952
Islas Canarias,5902
La Rioja,460
Navarra,1420
País Vasco,3490
Principality of Asturias,1764
Region of Murcia,1924
Unknown,123
