Page ID,Page name,Disclaimer,Amount spent (ILS),Number of ads in Library
190739554295848,אפי נוה,אפי נוה,9923,23
2249582785307318,"עו""ד עמית בכר, ראש לשכת עורכי הדין","עו""ד עמית בכר, ראש לשכת עורכי הדין",7430,10
116563891775107,עיריית פתח תקווה,עיריית פתח תקוה,2562,69
107217383988190,מגזין אפוק,Epoch Magazine,2278,21
109523830757998,דמוקרטtv,דרכנו,2178,2
103851839280828,חופשי בארצנו - מטה המאבק,מטה המאבק - נלחמים על הדמוקרטיה,2065,1
110917020553426,Ari Shavit - ארי שביט,Ari Shavit - ארי שביט,2043,6
106057988971053,אלי כהן - Eli Cohen,אלי כהן - Eli Cohen,2036,4
1217514058272909,הביקורת של אודי רייטר,הביקורת של אודי רייטר,1580,3
426502237384307,מפלגת יש עתיד,מפלגת יש עתיד,1577,1
115456451553737,יונה יהב,יונה יהב,1433,5
112848572066805,מחאת ההייטק,מחאת ההייטק,1430,25
146122195591636,שלומי לחיאני - בת ים בראש מורם,שלומי לחיאני - בת ים בראש מורם,1344,16
199381213757428,שי קינן - shai keinan,שי קינן - shai keinan,1329,4
113960025060621,רפורמה עכשיו,"‏ארגון C22, מטה המאבק‏, מפרסם מישראל",1318,4
173718822661352,מהפך - تغيير,מהפך - تغيير,1054,8
1073548259341247,לובי 99,לובי 99,1026,4
153664638161877,מתן דיל- Matan Dil,מתן דיל- Matan Dil,989,2
189078134549865,"עו""ד חיה מנע לראשות מחוז תל אביב בלשכת עורכי הדין","עו""ד חיה מנע לראשות מחוז תל אביב בלשכת עורכי הדין",880,15
189208555041327,המיזם למיגור העישון,המיזם למיגור העישון בישראל,867,27
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,764,34
219236568818575,גלית שאול - ראשת מועצת עמק חפר,גלית שאול - ראשת מועצת עמק חפר,711,4
117177111377152,Шломи Лахьяни,שלומי לחיאני,688,2
218832864804823,הקריה האקדמית אונו - מינהל הציונות הדתית,הקריה האקדמית אונו - מנהל הציונות הדתית,687,6
110667778701303,"עו""ד ענת קאופמן - Anat Kaufman ADV",ענת קאופמן,639,10
204780362875106,מקור ראשון,מקור ראשון,612,102
108787681841168,רישיון נשק בקליק,רישיון נשק בקליק,583,2
562900707171914,ליעד אילני לראשות עיריית רמת-גן,סיעת רמת-גן שלנו,572,1
500238833397356,ציפי ברנד,ציפי ברנד,567,12
108003595625725,"עו""ד תומר בכר לראשות מחוז תל אביב בלשכת עורכי הדין",תומר בכר משרד עורכי דין,554,13
108037760571199,הקונגרס הישראלי,הקונגרס הישראלי,553,14
119840381061499,אוהד שגב,אוהד שגב,550,3
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",540,10
103563939372367,ברק סרי - Barak Seri,ברק סרי - Barak Seri,531,4
111523625527552,התנועה לאיכות השלטון,התנועה לאיכות השלטון,519,2
140536699429565,המכון למחקרי ביטחון לאומי,המכון למחקרי ביטחון לאומי,508,6
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,481,4
767262423350854,פורום הדיור הציבורי,פורום הדיור הציבורי,469,3
128753804569169,"עו""ד רחל פרץ גלם","עו""ד רחל פרץ גלם",454,5
103085619445870,ניר ברכיה משרד עורכי דין,ניר ברכיה משרד עורכי דין,430,2
114423103807949,פורום העצמאים,פורום העצמאים בהסתדרות,410,9
111919847028684,שומרים - המרכז לתקשורת ודמוקרטיה,שומרים - המרכז לתקשורת ודמוקרטיה,403,4
279345532129864,ההסתדרות הציונית העולמית,ההסתדרות הציונית העולמית,377,4
219256864871723,Lea Fadida לאה פדידה,Lea Fadida לאה פדידה,370,2
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",369,28
1230703323658792,מרכזים לצדק חברתי,מרכזים לצדק חברתי,361,7
155361257852670,AM:PM - City market,AM:PM - City market,350,5
676200292418258,הרב יאשיהו פינטו - Rabbi Yoshiyahu Pinto,These ads ran without a disclaimer,347,1
2397304340492953,מטה הבטיחות בענף הבנייה,הקרן לעידוד ולפיתוח ענף הבנייה,344,2
100976279564771,יהורם מרציאנו לראשות עיריית לוד,יהורם מרציאנו לראשות עיריית לוד,344,1
219091481560790,מרים פיירברג - איכר,נתניה אחת,332,1
221429664638160,קדמה,קדמה,332,9
44385426513,Greenpeace Israel   - גרינפיס ישראל,Greenpeace Israel   - גרינפיס ישראל,330,6
115411601520704,מיכל עוזיהו לראשות המועצה האזורית  אשכול,מיכל פלג עוזיהו,330,5
145711348806563,רשות התאגידים,משרד המשפטים,324,1
117581211636979,קול רבני לזכויות אדם,שומרי משפט - רבנים למען זכויות אדם,321,1
107476928307805,אשדודי - יש לנו חדשות בשבילך,אשדודי - יש לנו חדשות בשבילך,309,2
615531405455497,הדר לביא,הדר לביא,307,5
512355185513534,ראש העיר מיכאל וידל,מיכאל וידל - הדף הרשמי,306,4
493870400705407,"ד""ר אלי לחמני","ד""ר אלי לחמני",304,4
189543984502825,משה קונינסקי,משה קונינסקי,302,2
249479152534875,Kfir Swisa - כפיר סויסה,Kfir Swisa - כפיר סויסה,299,2
205153712969285,מרצ רמת גן,מרצ רמת גן,289,3
256546887847232,עיריית רמת גן,עיריית רמת גן,281,5
304921469636475,סיכוי-אופוק سيكوي-أفق,עמותת סיכוי-אופוק,271,24
1534418936869034,אתר החדשות דבר,אתר החדשות דבר,267,4
114630296604026,"Davar - Workers, Society and Economy in Israel",דבר העובדים בארץ ישראל,262,4
1514952655390958,משרד תומר ורשה - עורכי דין • הגירה והסדרת מעמד • אשרות בישראל • זכויות אדם,"משרד עו""ד תומר ורשה",259,8
119823604371240,גיל לין. הר ועמק מתעוררים,גיל לין - הר ועמק מתעוררים,259,6
124333777706475,עיריית רמלה,עיריית רמלה - העמוד הרשמי,234,3
1616620351898508,Адвокат Варша • Иммиграция • Рабочая виза в Израиле • Воссоединение семьи,"משרד עו""ד תומר ורשה",230,9
205544429526773,תג מאיר: אור במקום טרור,תג מאיר: אור במקום טרור,220,6
2087629251480875,רונן מרלי - Ronen Marelly,רונן מרלי - Ronen Marelly,219,1
536794249813012,תומר גלאם - Tomer Glam,תומר גלאם - Tomer Glam,217,2
444832565529651,המכון הישראלי לדמוקרטיה,המכון הישראלי לדמוקרטיה,215,36
171506896314198,מיטל להבי - Meital Lehavi,מיטל להבי - Meital Lehavi,215,3
107926607591864,זוּלת - לשוויון וזכויות אדם,זוּלת - לשוויון וזכויות אדם,213,6
1921160331531297,Act. تغيير اعلامي,סיכוי אופוק - سيكوي أفق,206,2
632806616739261,איציק רוכברגר 2023,איציק רוכברגר 2023,205,2
1484712825147171,Tomer Warsha Adv • Immigration to Israel • Aliya • Immigrants • Citizenship,"משרד עו""ד תומר ורשה",202,8
100900832922166,אחים לנשק-לוחמים ולוחמות במסע להצלת הדמוקרטיה,אחים לנשק-לוחמים ולוחמות במסע להצלת הדמוקרטיה,202,2
138399090105076,הבנק החברתי למזון תינוקות,הבנק החברתי למזון תינוקות,201,2
193264714026809,אמונה - תנועת האישה הדתית לאומית,אמונה - תנועת האישה הדתית לאומית,198,9
337591096309750,Embassy of Ukraine in the State of Israel,Embassy of Ukraine in the State of Israel,194,1
114429471587565,"יפעת עובדיה לוסקי - יו""ר קק""ל",קרן קימת לישראל,192,1
100978407934166,תנועה ישראלית,Israeli Movement,185,7
112779795076593,שי יזרעאלי - לראשות המועצה האזורית עמק יזרעאל,שי יזרעאלי - לראשות המועצה האזורית עמק יזרעאל,184,5
110726252003225,אושרת בראל - לראשות העיר בית שאן,אושרת בראל - לראשות העיר בית שאן,184,7
213683622308164,עמיחי בן שלוש - Amihai Ben Shlush,עמיחי בן שלוש - Amihai Ben Shlush,184,2
52999780846,סינמטק ירושלים - The Jerusalem Cinematheque,Jerusalem Cinematheque,183,2
562315384163994,עדי לוי סקופ לראשות העיר כפר סבא,עדי לוי סקופ לראשות העיר כפר סבא,183,3
104405316012511,עליזה בלוך - Aliza Bloch,עליזה בלוך,183,3
105934298594064,יוסי כהן - Yossi Cohen,יוסי כהן - Yossi Cohen,181,1
109049212192912,יעקב בורובסקי-לראשות העיר חיפה,יעקב בורובסקי,181,9
160119221434385,דוד עציוני -ראש העיר חיפה,דוד עציוני -ראש העיר חיפה,181,4
108099935457173,עו״ד ארז צ׳צ׳קס לראשות ועד מחוז ירושלים,עו״ד ארז צ׳צ׳קס לראשות ועד מחוז ירושלים,179,3
2027886563888573,סיון גולדברג - סגן ראש עיריית גבעתיים,סיון גולדברג - סגן ראש עיריית גבעתיים,178,1
104222621115858,הביטחוניסטים,הביטחוניסטים,177,11
192242644687256,גל לנצ'נר חבר המועצה בגבעת שמואל,גל לנצ'נר חבר המועצה בגבעת שמואל,176,4
1828669360700280,דרך שירה בנקי - shira banki's way,Shira Banki's Way - דרך שירה בנקי,174,5
153991671307861,אישה לאישה - למען נשים נפגעות אלימות וילדיהן,אישה לאישה - למען נשים נפגעות אלימות וילדיהן,173,10
849824028408565,תנועת אם תרצו,תנועת אם תרצו,172,6
113789568181754,איציק דנינו - ראש העיר שלי,איציק דנינו - ראש העיר שלי,169,3
221885774492166,לשכת המסחר,לשכת המסחר,168,2
246697465679718,"עומר רצון - יו""ר חברה עירונית מקום בלב , מחזיק תיק תרבות , ספורט , מגדל צדק","עומר רצון - יו""ר חברה עירונית מקום בלב , מחזיק תיק תרבות , ספורט , מגדל צדק",167,1
362811203779336,ספרייה ומרכז הנצחה בקריית טבעון,ספרייה ומרכז הנצחה בקריית טבעון,159,2
162089177185799,התאחדות התעשיינים בישראל,התאחדות התעשיינים בישראל,157,1
155300937864628,המרכז להעצמת האזרח,המרכז להעצמת האזרח,157,3
104783631865965,תלם,קרן ברל כצנלסון,157,7
914741188600735,עומדים ביחד نقف معًا,עומדים ביחד نقف معًا,157,7
107107231197546,אלון אזולאי -Alon Azulay,אלון אזולאי -Alon Azulay,155,2
103185328887035,דניאל ליזרוביץ',דניאל ליזרוביץ',154,2
1231871950268621,מרכז הזדמנות לתעסוקה נתיבות - אופקים,These ads ran without a disclaimer,153,1
124191360932729,התעוררות בירושלים,התעוררות בירושלים,153,7
149389502404019,עו״ד ישי אדוארד- סגן ומ״מ ראש העיר ויו״ר הוועדה לתכנון ובניה - לשעבר,עו״ד ישי אדוארד- סגן ומ״מ ראש העיר ויו״ר הוועדה לתכנון ובניה - לשעבר,152,2
134252303927914,Майкл Мур - מייקל מור,Майкл Мур - מייקל מור,150,2
936130799779065,עו״ד אלברט טייב בשביל הכפר,עו״ד אלברט טייב בשביל הכפר,147,4
116403308029187,يوسف طه,يوسف طه,146,11
160178307760913,מחזקים,מחזקים,145,4
1029616787159895,יהודה דואה - הבחירה הנכונה לראשות המועצה,יהודה דואה - הבחירה הנכונה לראשות המועצה,143,5
101783656248845,صفحة السيد سامي عيسى الرسمية مرشح لرئاسة بلدية كفرقاسم,صفحة السيد سامي عيسى الرسمية مرشح لرئاسة بلدية كفرقاسم,143,2
1372218169585611,"איתי מתיתיהו - סגן ראש עיריית ראשון לציון, מחזיק תיק הצעירים והנוער",helpapp - הדרך הקלה להתנדבות,139,2
105696862520128,עדי נאמן לראשות באר טוביה,עדי נאמן,138,5
166161510917460,קובי אביבי ראש המועצה האזורית באר טוביה,קובי אביבי ראש המועצה האזורית באר טוביה,137,2
531891887148785,הראל שהם - Harel shoham,הראל שהם - Harel shoham,136,2
284842737603,Yesh Din  ييش دين  יש דין,יש דין ארגון מתנדבים לזכויות אדם,136,4
179034435458425,פנאי העיר חדרה,פנאי העיר חדרה,134,9
472693929419351,עיריית כפר יונה,עיריית כפר יונה,132,3
207175656718749,אביהו האן לראשות עיריית חיפה,אביהו האן לראשות עיריית חיפה,132,1
994811120638154,כרם נבות كرم نابوت,כרם נבות كرم نابوت,131,4
102703162781358,הדס שקד - נכונה לגלבוע,הדס שקד - נכונה לגלבוע,126,3
141721971504,Histadrut - ההסתדרות החדשה,Histadrut - ההסתדרות החדשה,125,3
563018707177711,בידינו - למען הר הבית Beyadenu - Returning to the Temple Mount,בידינו - למען הר הבית Beyadenu - Returning to the Temple Mount,123,4
401082636658821,איגוד ערים לאיכות הסביבה שרון - כרמל,איגוד ערים שרון כרמל,122,1
220045128798930,"עו""ד ידידיה בלומהוף - תביעות משרד הביטחון",משרד עורכי דין ידידיה בלומהוף,121,7
114183292001372,Gisha LCFM,Gisha - Legal Center for Freedom of Movement,120,3
1913755198907011,"המרכז הרפואי לטיפול בהשמנה - ד""ר רז",המרכז הרפואי לטיפול בהשמנה,118,1
276364932900823,יוני חכימי לראשות פרדס חנה כרכור,יוני חכימי לראשות פרדס חנה כרכור,116,4
108760035823125,The Van Leer Jerusalem Institute - מכון ון ליר בירושלים,The Van Leer Jerusalem Institute - מכון ון ליר בירושלים,116,12
112791015410812,Danny Danon - דני דנון,דני דנון,115,2
114433028268482,נביו אבבה,נביו אבבה,113,4
103546549403297,ניהול משברים,Ben Horin Alexandrovitz,108,5
106820492383861,רן מנו,רן מנו,101,4
100726719689553,ליאת גרוסמן תמיר,ליאת גרוסמן תמיר,≤100,2
810904589094226,צביקה ברוט - Tzvika Brot,צביקה ברוט - Tzvika Brot,≤100,1
115755304767435,"ח""כ אושר שקלים - MK Osher Shkalim","ח""כ אושר שקלים - MK Osher Shkalim",≤100,1
103183301914371,כוח של אמא,כוח של אמא,≤100,1
105882429103143,ערן פרלמן לראשות העיר הוד השרון,ערן פרלמן,≤100,2
113605434994253,דודו כהן לראשות עיריית טירת כרמל,כד למועצת העיר טירת הכרמל,≤100,3
101189206302646,"עמית אדר - עו""ד הסדרי חובות, פשיטת רגל, חדלות פירעון",These ads ran without a disclaimer,≤100,1
303720457847,לשכת רואי חשבון בישראל,לשכת רואי חשבון בישראל,≤100,1
134896023193138,יוזמת ז'נבה,יוזמת ז'נבה,≤100,3
1014202388729852,שלומי הראל,שלומי הראל,≤100,1
328994320630299,ממזרח שמש - בית מדרש למנהיגות חברתית,Kol Israel Haverim – Alliance,≤100,1
561508917249930,Gal Sharabi - גל שרעבי - דמאיו,Gal Sharabi - גל שרעבי - דמאיו,≤100,1
168898066479983,עיריית עכו,עיריית עכו,≤100,2
143563882388180,עיריית אשקלון,עיריית אשקלון,≤100,2
655074111504644,تاغ ميئير: أمل، لا إرهاب,تاغ ميئير: أمل، لا إرهاب,≤100,2
136803203078703,להב - לשכת ארגוני העצמאים והעסקים בישראל,להב,≤100,1
108212852272431,ג'קי יעקב צבי,יעקב ג'קי צבי לראשות המועצה,≤100,4
155237077282,מגמה ירוקה - Green Course,מגמה ירוקה - Green Course,≤100,8
313816005938472,תנופה לעפולה - שומרים על הבית,תנופה לעפולה - שומרים על הבית,≤100,1
387662485168743,LPY הוצאת אזרחות פולנית,LPY הוצאת אזרחות פולנית,≤100,2
321795461283120,גנאדי בורשבסקי,גנאדי בורשבסקי,≤100,2
119889504408611,שלומי קדוש חבר מועצת העיר קרית ים,שלומי קדוש חבר מועצת העיר קרית ים,≤100,3
554308731366675,محامون من أجل إدارة سليمة - Lawyers for Good Governance,lawyers for good governance,≤100,19
537993479619524,אבי אלקבץ עפולה אחת,אבי אלקבץ עפולה אחת,≤100,2
334640329998323,בני ביטון,בני ביטון,≤100,2
2024003551147460,החופש לבחור - בראשות איל פביאן,החופש לבחור - בראשות איל פביאן,≤100,3
178433145502975,Avigdor Liberman - אביגדור ליברמן,Avigdor Liberman - אביגדור ליברמן,≤100,2
122727460825521,שמוליק דודאי לראשות מ.א. עמק יזרעאל,שמוליק דודאי,≤100,2
403470203161681,"קרן רש""י - Rashi Foundation","קרן רש""י לצמצום פערים חברתיים",≤100,1
137449656335533,Amnesty International Israel,Amnesty International Israel,≤100,5
100585238528895,לובי המיליון - One Million Lobby,One Million Lobby לובי המיליון,≤100,1
985091331520408,ניוז חיפה קריות.נט,קבוצת ניוז חיפה קריות.נט,≤100,1
107570621520073,אמיר ווסקו לראשות העיר קריית ים,אמיר ווסקו לראשות העיר קריית ים,≤100,2
222479034969365,אדיר נעמן ראש מועצה אזורית שפיר,אדיר נעמן ראש מועצה אזורית שפיר,≤100,1
1633801720194315,מועצה מקומית פרדס חנה כרכור,מועצה מקומית פרדס חנה כרכור,≤100,2
94762908662,נעמת - תנועת הנשים של ישראל,נעמת | Women @ Work,≤100,6
105110711515609,Wolf Prize,Wolf Prize,≤100,1
114962801548216,אבי דיאמנט לראשות המועצה האזורית לכיש,אבי דיאמנט לראשות המועצה האזורית לכיש,≤100,1
649373828424341,Moshe Lion - משה ליאון,Moshe Lion - משה ליאון,≤100,3
122151567825903,ארגון בטרם לבטיחות ילדים,ארגון בטרם לבטיחות ילדים,≤100,2
283691218336732,كيان تنظيم نسوي Kayan - Palestinian Feminist Organization,كيان تنظيم نسوي Kayan - Palestinian Feminist Organization,≤100,1
100663859328863,עופרי סיידה,עופרי סיידה,≤100,1
194200557275526,לשכת העיתונות הממשלתית,לשכת העיתונות הממשלתית,≤100,2
151429721541665,Dan Illouz -  דן אילוז,Dan Illouz -  דן אילוז,≤100,4
115977008140294,דודיק שטרית - לראשות העיר טבריה,דודיק שטרית - לראשות העיר טבריה,≤100,2
107124799990825,חן שרייבר-נשיא לשכת רואי החשבון בישראל,These ads ran without a disclaimer,≤100,1
1418018135010522,מוטי יוסף - חבר מועצת גן יבנה ומועמד לראשות המועצה,מוטי יוסף - חבר מועצת גן יבנה ומועמד לראשות המועצה,≤100,2
308048836418327,סיעת הילה שלם והתושבים - קרית אתא,סיעת הילה שלם והתושבים - קרית אתא,≤100,1
158195257562237,מיכאל לייטמן,"בני ברוך קבלה לעם ע""ר",≤100,66
369655989728696,אסף דעבול - Asaf Daabul,אסף דעבול - Asaf Daabul,≤100,1
214159139131382,יובב גוניקמן לראשות יהוד מונוסון,יובב גוניקמן לראשות יהוד מונוסון,≤100,3
591727857554934,פוליטיקלי קוראת,פוליטיקלי קוראת,≤100,1
103428925850338,אבי סלמה - נתניה,אבי סלמה - נתניה,≤100,1
173987419305088,Funia,Funia,≤100,3
670447859788515,יניב דרי - מחוברים לתושב,Yaniv Derry,≤100,1
2055858104652943,מרכז יסודות أُسس,מרכז מעשה,≤100,8
