Location name,Amount spent (MYR)
Johor,276
Kedah,201
Kelantan,126
Kuala Lumpur,336
Labuan,≤100
Malacca,141
Negeri Sembilan,≤100
Pahang,208
Penang,149
Perak,219
Perlis,≤100
Putrajaya,≤100
Sabah,262
Sarawak,259
Selangor,624
Terengganu,120
Unknown,≤100
