Location name,Amount spent (USD)
Berat County,≤100
Dibër County,≤100
Durrës County,512
Elbasan County,268
Fier County,204
Gjirokastër County,≤100
Korçë County,217
Kukës County,≤100
Lezhë County,179
Shkodër County,226
Tirana County,2039
Unknown,≤100
Vlorë County,125
