Page ID,Page name,Disclaimer,Amount spent (CLP),Number of ads in Library
106423590853145,Fundación Ciudadanos en Acción,Fundacion Ciudadanos en accion,126871,5
105560941738247,Movilizando Chilenos,Movilizando Chilenos,100845,4
8093963076,Techo - Chile,Pago por TECHO Chile con créditos de anuncios de Facebook,97390,6
337766483715142,Tremendas_cl,TREMENDAS with Facebook ad credits,63941,3
120295334652273,Enrique Van Rysselberghe Herrera,Enrique Van Rysselberghe Herrera,59830,23
1548643738480723,Asistencia Deudores,Asistencia Deudores,59302,10
756450494522524,Andrés Jouannet Diputado,Andrés Alfonso Jouannet Valderrama,55648,6
105783868682878,Asistencia Tesorería,Asistencia Tesoreria,54065,8
110951722267366,World Vision Chile,World Vision Chile,36815,3
78239901502,Diario Financiero,Grupo DF,35940,33
246478779511291,Lex Grupo Abogados,Lex Grupo Abogados,28731,1
105798328215264,Asistencia Familia,Asistencia Familia,28167,2
103259918760204,Lista negra política.,Cristian Alejandro Vivian Troncoso,26427,2
78617029137,Greenpeace Chile,Fundación Greenpeace Pacífico Sur,20937,2
103030962615298,Chile YAAC,Chile YAAC,19125,6
1575217122560418,Juan Ramón Godoy,Juan Ramón Godoy,16153,15
26929188652,El Observatodo,MiVoz.cl,15940,24
104956792637,Fundación Telefónica Movistar Chile,Juan Pablo Gonzalez Urriola,15118,2
101439071476201,Laboratorio Chile - Teva,Laboratorio Chile S.A.,14414,1
104521462060586,Gustavo Alessandri Alcalde Zapallar,Gustavo Alessandri Bascuñan,13417,4
350025708997760,Minera Vizcachitas,Minera Vizcachitas,13369,4
115883738043634,No A Ciclo,No a Ciclo,13133,1
103527991214141,Cero DICOM,Cero Dicom,12814,8
600661340080888,Municipalidad de Salamanca,Municipalidad de Salamanca,11647,5
100500391761859,Corporación Innovarte,Corporacion Innovarte,10053,1
1101427233255754,Christopher White,Christopher White Bahamondes,9957,7
1495254187392769,Ilustre Municipalidad de Rancagua,Ilustre Municipalidad de Rancagua,8621,2
181208945236608,Patria Progresista,Patria Progresista,7820,24
184169995325116,Gerardo Rojas Escudero,Gerardo Rojas Escudero,7462,6
580663538777736,Consejo Minero,Feedback Comunicaciones,6852,1
214215822426016,Punto Prensa,Punto Prensa SPA,6581,2
101326581302605,Desafío 10X,Fundación 10X,6037,2
100920822361338,Jorge Sepúlveda Diputado,Jorge Alejandro Sepulveda Rosales,5941,2
632687896928177,Oscar Crisóstomo,Oscar Manuel Crisóstomo Llanos,5579,6
239724839481005,Municipalidad de Vicuña,Brecha Digital Consultores,5315,1
343265652503533,Municipalidad de Puchuncaví,Ilustre Municipalidad de Puchuncaví,4870,1
112555455065264,Autos en Peligro,Vehículos en Peligro,4369,6
109626371709961,Salmones Austral,Salmones Austral,4189,6
293103284121826,Fundación Para el Progreso,Fundación Para el Progreso,4123,1
478976528820583,I. Municipalidad de La Granja,Brecha Digital Consultores Ltda.,3967,3
248421278648620,Mario Vilches Alcaíno,Mario Vilches Alcaíno,3628,1
102422525535808,FARMACIAS PUNTO BLANCO,Ranko Frane Lenac Pizarro,3609,2
106580054753486,Krist Naranjo Gobernadora Independiente Región  De Coquimbo,Krist Pia NIcole Naranjo Peñaloza,3527,7
101180752297383,Gustavo Benavente Diputado,Gustavo Adolfo Alberto Benavente Vergara,3219,1
226593947367922,Cultiva,Cultiva,3051,1
