Location name,Amount spent (EUR)
Baden-Württemberg,5722
Bayern,7991
Berlin,4510
Brandenburg,962
Bremen,646
Hamburg,1848
Hessen,4681
Mecklenburg-Vorpommern,606
Niedersachsen,4141
Nordrhein-Westfalen,10611
Rheinland-Pfalz,2631
Saarland,603
Sachsen,1642
Saxony-Anhalt,832
Schleswig-Holstein,1759
Thüringen,836
Unknown,≤100
