Location name,Amount spent (MYR)
Johor,1242
Kedah,252
Kelantan,199
Kuala Lumpur,489
Labuan,≤100
Malacca,141
Negeri Sembilan,184
Pahang,302
Penang,282
Perak,275
Perlis,≤100
Putrajaya,≤100
Sabah,202
Sarawak,196
Selangor,943
Terengganu,175
Unknown,≤100
