Page ID,Page name,Disclaimer,Amount spent (PLN),Number of ads in Library
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,3580,50
339855706171439,Dobra Fabryka,Dobra Fabryka,2322,8
144808095552639,ING Polska,ING Polska,2122,12
157458232131,Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,1815,9
102811109411234,Do:łącz,Dołącz,1729,12
111465470197991,Mateusz Morawiecki,Mateusz Morawiecki,1350,18
178362315106,European Parliament,European Parliament,1333,7
176114889652,Kancelaria Premiera,Kancelaria Premiera,1076,2
1683534065241470,OKO.press,OKO.press,1020,43
142614625077,WWF Polska,WWF Polska,1019,28
228168274881,wysokieobcasy,wysokieobcasy,826,22
469702339755768,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,Iam4u.pl,825,170
107898832590939,European Commission,European Commission,814,2
1227194230675141,Pratia,Pratia SA,724,6
214628051909386,Krzysztof Kwiatkowski,Biuro Senatorskie Senatora Krzysztofa Kwiatkowskiego,717,1
180185019111,Tygodnik Powszechny,Tygodnik Powszechny,635,29
147547541961576,Council of the European Union,Council of the European Union,627,8
136884656519145,IOM Poland,International Organization for Migration,575,9
111778487054045,TOGETAIR,Kamil Magot,552,6
513969188677442,Compassion Polska,Compassion Polska,521,13
108301418501661,Odszkodowania Za Represje 1944-1989,Łukasz Świątek,496,13
57544755889,Amnesty International Polska,Amnesty International Polska,496,31
50063176484,TVN24,TVN,457,7
182038191908977,Cyfryzacja KPRM,Kancelaria Prezesa Rady Ministrów,421,11
393084100793680,Wiedza i Praktyka,Wiedza i Praktyka,417,5
406758116099067,Fundacja Kasisi,Fundacja Kasisi,396,5
178415208919146,Solidarna Polska,Solidarna Polska,386,3
427646927347438,A4 Katowice - Kraków,Stalexport Autostrada Małopolska S.A.,376,2
311766890555,Fundacja Batorego,Fundacja Batorego,346,59
1476105062719575,Dariusz Matecki - Solidarna Polska,Dariusz Matecki - Solidarna Polska,339,6
102727121816068,Святлана Ціханоўская,These ads ran without a disclaimer,335,1
1937461523203000,Fundacja Promocji Pojazdów Elektrycznych FPPE,Fundacja Promocji Pojazdów Elektrycznych,321,18
344620515579640,Fundacja Równość.org.pl,Fundacja Równość.org.pl,308,14
202813996476257,Podlaski.info,Tygodnik Podlaski,308,2
101510036210805,Centrum Interwencji Kryzysowej w Łodzi,Centrum Promocji i Rozwoju Inicjatyw Obywatelskich OPUS,304,3
293429704566340,Ryszard Świlski,Łukasz Kacper Bejm,274,1
391098174296294,Super Express,se.pl,272,5
1581518611867021,Zbigniew Ziobro,Zbigniew Ziobro,268,2
1381575975475340,EduAkcja - szkolenia dla nauczycieli,EduAkcja sp. z o.o.,261,10
137358556439286,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,260,12
286672948180163,Tomasz Trela,Poseł Tomasz Trela,255,4
230415296997772,bydgoszcz.pl,bydgoszcz.pl,250,3
300745193630,Fundacja Pro - Prawo do Życia,Fundacja Pro - Prawo do Życia,244,9
475584852475176,Pozytron,Bartłomiej Jan Ginter,242,11
32104614789,Greenpeace Polska,Greenpeace Polska,241,4
387124011444132,Wojciech Saługa Poseł na Sejm,Wojciech Saługa,238,1
187613920648,Mazowiecka Wspólnota Samorządowa,Mazowiecka Wspólnota Samorządowa,231,3
729204640539133,Eligiusz Komarowski,Eligiusz Piotr Komarowski,228,4
173086948664,Infor.pl,Infor.pl,211,12
107344527675114,Toyota - fabryka w Wałbrzychu,Szymon Jan Marczak,206,3
104061062331637,Pałac Saski,Pałac Saski Sp. z o.o.,206,7
100740295192199,Przychodnia Lekarska Optima Przemyśl,Optima sp. z o.o.,204,3
102466034698538,Ośrodek Monitorowania Chrystianofobii Fidei Defensor,Biuro Fidei Defensor,201,2
213564818806045,Marcin Jabłoński Zarząd Województwa Lubuskiego PO RP,Smartpress Radosław Sujak,200,6
110554885250920,Postawmy na młodzież,Stowarzyszenie Projekt Poznań,198,19
320289978035326,Poradnik Zdrowie,Poradnik Zdrowie,191,3
203627442993022,Portal Oświatowy,Wiedza i Praktyka,190,3
489884657789669,Marek Charzewski,Marek Charzewski,186,3
200480966638039,Supremacy 1914,These ads ran without a disclaimer,182,2
229797220398331,Kampania Przeciw Homofobii,Kampania Przeciw Homofobii with Facebook ad credits,181,86
76134197129,Radio TOK FM,Kinga Warwas,168,2
168737999982045,Visegrad Insight,Visegrad Insight,165,3
490207317852864,Obserwatorium Polityki Miejskiej IRMiR,Instytut Rozwoju Miast i Regionów,165,3
458946977560698,Paweł Szefernaker,Paweł Szefernaker,164,3
349783468716743,Włodzimierz Tomaszewski Minister ds. Samorządu Terytorialnego Poseł na Sejm,Włodzimierz Tomaszewski,159,1
146036558887922,Polski Hokej,Polski Hokej,158,2
