Location name,Amount spent (VND)
An Giang Province,1430
Bà Rịa–Vũng Tàu Province,2015
Bình Dương Province,5521
Bình Phước Province,≤100
Bình Thuận Province,222
Bình Định Province,26124
Bạc Liêu Province,172
Bắc Giang Province,4581
Bắc Kạn Province,1103
Bắc Ninh Province,25534
Bến Tre Province,≤100
Cao Bằng Province,76439
Cà Mau Province,341
Cần Thơ,2321
Da Nang,2703
Gia Lai Province,≤100
Haiphong,6080
Ho Chi Minh City,11844
Hà Giang Province,≤100
Hà Nam Province,≤100
Hà Tĩnh Province,1635
Hòa Bình Province,344
Hưng Yên Province,1037
Hải Dương Province,4227
Hậu Giang Province,1005
Khánh Hòa Province,2346
Kiên Giang Province,397
Kon Tum Province,≤100
Lai Châu Province,≤100
Long An Province,247
Lào Cai Province,156
Lâm Đồng Province,2617
Lạng Sơn Province,686
Nam Định Province,≤100
Nghệ An Province,678
Ninh Bình Province,294
Ninh Thuận Province,195
Phú Thọ Province,393
Phú Yên Province,128
Quảng Bình Province,≤100
Quảng Nam Province,302
Quảng Ngãi Province,331
Quảng Ninh Province,3789
Quảng Trị Province,340
Sóc Trăng Province,604
Sơn La Province,356
Thanh Hóa Province,273
Thái Bình Province,196057
Thái Nguyên Province,78309
Thừa Thiên–Huế Province,3458
Tiền Giang Province,442
Trà Vinh Province,472
Tuyên Quang Province,161
Tây Ninh Province,522
Vĩnh Long Province,1108
Vĩnh Phúc Province,335
Yên Bái Province,≤100
Điện Biên Province,≤100
Đắk Lắk Province,62829
Đắk Nông Province,404
Đồng Nai Province,4907
Đồng Tháp Province,1266
