Location name,Amount spent (EUR)
Aveiro District,161
Azores,≤100
Beja District,≤100
Braga District,223
Braganca,≤100
Castelo Branco District,≤100
Coimbra District,119
Faro District,139
Guarda District,≤100
Leiria District,119
Lisbon District,905
Madeira,≤100
Portalegre District,≤100
Porto District,548
Santarém District,≤100
Setúbal District,298
Unknown,≤100
Viana do Castelo District,≤100
Vila Real District,≤100
Viseu District,≤100
Évora District,≤100
