Location name,Amount spent (TWD)
Changhua,11237
Chiayi,3147
Hsinchu,5462
Hsinchu City,8651
Hualien,4512
Kaohsiung,36864
Keelung City,5515
Kinmen,751
Lienchiang,≤100
Miaoli,5454
Nantou,22073
New Taipei City,60690
Penghu,976
Pingtung,7546
Taichung,44263
Tainan,24314
Taipei,47895
Taitung,2419
Taoyuan City,36635
Unknown,5083
Yilan,4414
Yunlin,7655
