Location name,Amount spent (NOK)
Akershus,3928
Aust-Agder,613
Buskerud,1514
Finnmark,471
Hedmark,996
Hordaland,3915
Møre og Romsdal,4442
Nord-Trøndelag,741
Nordland,1294
Oppland,952
Oslo,5866
Rogaland,2994
Sogn og Fjordane,577
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,1847
Telemark,1088
Troms,1065
Unknown,≤100
Vest-Agder,1430
Vestfold,1582
Østfold,1714
