Location name,Amount spent (ZAR)
Eastern Cape,2176
Free State,1320
Gauteng,14532
KwaZulu-Natal,3825
Limpopo,1392
Mpumalanga,1741
North West,1099
Northern Cape,435
Unknown,≤100
Western Cape,19511
