Location name,Amount spent (NZD)
Auckland Region,5180
Bay of Plenty Region,879
Canterbury,1649
Cook Islands,≤100
Gisborne District,136
Hawke's Bay,435
Manawatu-Wanganui,682
Marlborough Region,123
Nelson Province,183
Niue,≤100
Northland Region,522
Otago,689
Southland,252
Taranaki,454
Tasman District,120
Tokelau,≤100
Unknown,≤100
Waikato,1184
Wellington Region,1361
West Coast,≤100
