Location name,Amount spent (VND)
An Giang Province,22739
Bà Rịa–Vũng Tàu Province,45429
Bình Dương Province,88073
Bình Phước Province,124390
Bình Thuận Province,12858
Bình Định Province,12199
Bạc Liêu Province,15765
Bắc Giang Province,47755
Bắc Kạn Province,2758
Bắc Ninh Province,23982
Bến Tre Province,10242
Cao Bằng Province,2138
Cà Mau Province,14254
Cần Thơ,416165
Da Nang,953732
Gia Lai Province,1091589
Haiphong,714719
Ho Chi Minh City,5316612
Hà Giang Province,5602
Hà Nam Province,7139
Hà Tĩnh Province,50007
Hòa Bình Province,9729
Hưng Yên Province,12642
Hải Dương Province,62734
Hậu Giang Province,4784
Khánh Hòa Province,21662
Kiên Giang Province,16919
Kon Tum Province,460010
Lai Châu Province,9465
Long An Province,24644
Lào Cai Province,17783
Lâm Đồng Province,18741
Lạng Sơn Province,8343
Nam Định Province,49034
Nghệ An Province,108640
Ninh Bình Province,9358
Ninh Thuận Province,7129
Phú Thọ Province,42455
Phú Yên Province,17054
Quảng Bình Province,37282
Quảng Nam Province,42832
Quảng Ngãi Province,30168
Quảng Ninh Province,981272
Quảng Trị Province,13311
Sóc Trăng Province,6838
Sơn La Province,20072
Thanh Hóa Province,68830
Thái Bình Province,41462
Thái Nguyên Province,40880
Thừa Thiên–Huế Province,1151652
Tiền Giang Province,22221
Trà Vinh Province,6006
Tuyên Quang Province,5781
Tây Ninh Province,117515
Vĩnh Long Province,9390
Vĩnh Phúc Province,7860
Yên Bái Province,13543
Điện Biên Province,15993
Đắk Lắk Province,1880482
Đắk Nông Province,8613
Đồng Nai Province,116787
Đồng Tháp Province,10979
