Location name,Amount spent (ISK)
Capital Region,72546
Eastern Region,2966
Northeastern Region,7225
Northwestern Region,1459
Southern Peninsula,6924
Southern Region,7814
Unknown,≤100
Western Region,1653
Westfjords,1483
