Location name,Amount spent (TRY)
Adana Province,11767
Adıyaman Province,689
Afyonkarahisar Province,1664
Aksaray Province,1181
Amasya Province,797
Ankara Province,27091
Antalya Province,18645
Ardahan Province,249
Artvin Province,581
Aydın Province,3571
Ağrı Province,384
Balıkesir Province,4036
Bartın Province,506
Batman Province,958
Bayburt Province,143
Bilecik Province,808
Bingöl Province,253
Bitlis Province,282
Bolu Province,811
Burdur Province,902
Bursa Province,14520
Denizli Province,3224
Diyarbakır Province,1886
Düzce Province,918
Edirne Province,759
Elazığ Province,1015
Erzincan Province,495
Erzurum Province,1077
Eskişehir Province,3361
Gaziantep Province,8245
Giresun Province,1373
Gümüşhane Province,223
Hakkâri Province,187
Hatay Province,3166
Isparta Province,1441
Istanbul Province,118445
Iğdır Province,200
Kahramanmaraş Province,1541
Karabük Province,679
Karaman Province,709
Kars Province,387
Kastamonu Province,865
Kayseri Province,10118
Kilis Province,333
Kocaeli Province,9199
Konya Province,5568
Kütahya Province,1474
Kırklareli Province,900
Kırıkkale Province,678
Kırşehir Province,610
Malatya Province,2602
Manisa Province,6845
Mardin Province,1062
Mersin Province,5766
Muğla Province,2760
Muş Province,253
Nevşehir Province,664
Niğde Province,888
Ordu Province,2250
Osmaniye Province,1448
Rize Province,1122
Sakarya Province,1225
Samsun Province,4793
Siirt Province,307
Sinop Province,609
Sivas Province,1221
Tekirdağ Province,3828
Tokat Province,1631
Trabzon Province,3407
Tunceli Province,133
Unknown,≤100
Uşak Province,1201
Van Province,1055
Yalova Province,1099
Yozgat Province,781
Zonguldak Province,1714
Çanakkale Province,1510
Çankırı Province,341
Çorum Province,1403
İzmir Province,24213
Şanlıurfa Province,2679
Şırnak Province,574
