Page ID,Page name,Disclaimer,Amount spent (EUR),Number of ads in Library
5987042235,Ben & Jerry's,Ben & Jerry's,2852,9
39435457457,Greenpeace France,Greenpeace France,1554,23
100255681599847,Veolia France,Veolia,1260,25
335868279790722,CIWF France,CIWF France,775,32
113579678698073,La SPA - Société Protectrice des Animaux,La SPA - Société Protectrice des Animaux,592,4
112547358788607,CCFD-Terre Solidaire,CCFD-Terre Solidaire,542,16
106744734249541,J'accueille,SINGA France,542,10
100707905881,Plan International France,Plan International France,513,52
81753537108,TotalEnergies,TotalEnergies,503,2
14053295787,Oxfam France,Oxfam France,492,63
427845700674897,Nour Films,Patrick Sibourd,438,3
128938130499216,Fepem - Fédération des particuliers employeurs de France,FEPEM,430,22
173159234432,UNICEF France,UNICEF France,425,12
625616024204368,DIGNITE international,Dignite International,373,97
194212357654878,Agence régionale de santé Pays de la Loire,Make.org,367,8
384955301529344,Institut du Cerveau - Paris Brain Institute,Institut du Cerveau - Paris Brain Institute,336,3
328157150830,Fondation Perce-Neige,Fondation Perce-Neige,300,12
152835304742765,Les Petits Frères des Pauvres,Les Petits Frères des Pauvres,271,7
178362315106,European Parliament,European Parliament,259,9
106554597767346,UNHCR France,UNHCR France,248,24
110022688653635,Bilendi & Respondi,Bilendi SA,239,18
108265705517038,Property cb1,These ads ran without a disclaimer,231,5
114676815236667,AIDES,AIDES,226,3
5755303613,La Chaîne de l'Espoir,La Chaîne de l'Espoir,206,9
100140410085507,350 France,350 France,201,4
116070051527,Mediapart,Mediapart,201,127
147126052393,Libération,Libération,186,28
79566127213,Challenges,Challenges.fr,171,14
489961174464506,Diocese de Lille,Association Diocésaine de Lille,156,2
466932616850613,Mon avis citoyen,Mon avis citoyen,144,39
108976890348,Vaincre la Mucoviscidose,Vaincre la Mucoviscidose,144,23
1030528233746321,Le mouvement,le mouvement,138,82
1466667490217580,Arp Sélection,ARP Sélection,137,2
162383987105585,Association Valentin Haüy - AVH,Association Valentin Haüy - AVH,133,3
364959206939410,ACAT France,ACAT France,127,7
1684441541609223,Pour l'Éco,Pour l'Éco,127,9
358478628257486,Canopée,Canopée,108,2
301330928866,IVG : vous hésitez ? Venez en parler !,SOS détresse,108,4
102001075501212,Moovance,Moovance,107,14
9025047571,Amnesty International France,Amnesty International France,104,4
364936960317601,Mondafrique,Nicolas Beau,≤100,9
155317537884626,Ordre de Malte France,Ordre de Malte France,≤100,10
169065407139584,Tilt,European Greens,≤100,3
123875660969932,ENGIE,ENGIE,≤100,38
463705930368887,Réseau Action Climat,Réseau Action Climat,≤100,18
137102989708866,Fondation Jérôme Lejeune,Fondation Jérôme Lejeune,≤100,33
1757782394471400,Brut,Brut,≤100,2
2424950557563209,makesense,makesense,≤100,10
103492626006238,Les Écologistes,Les Écologistes,≤100,3
382775905162847,Unlock France,Agir pour le climat,≤100,2
105845282386135,Ecole 1881,Ecole 1881,≤100,9
139663936132117,Le Point Événements,LE POINT,≤100,3
109686207314440,Helios,Helios,≤100,14
105433001916166,Brut.Adnetwork,BRUT SAS,≤100,2
194205247377292,Société de Saint Vincent de Paul - National,Société de Saint Vincent de Paul - National,≤100,3
1544302079140426,Printemps de l'Economie,Printemps de l'Economie,≤100,10
1394057327568873,VALOREM,Cecile Guidon,≤100,2
154314278551,Union Syndicale Solidaires,Union Syndicale Solidaires,≤100,2
457316367752668,Info'Com-CGT,Info'Com-CGT,≤100,10
120780477955028,Secours populaire,Secours populaire,≤100,12
291803297264,Action Education - en français,Aide et Action - Officiel,≤100,19
176663393102,La Cimade,La Cimade,≤100,7
105670034379791,Agence Régionale de Santé La Réunion,Agence Régionale de Santé La Réunion,≤100,4
1415350452093573,ONU Femmes France,ONU Femmes France,≤100,5
108961334029224,Ekō en français,Ekō,≤100,4
408206196020764,Bernard Deflesselles,Bernard Deflesselles,≤100,2
117709028343322,Association pour le Droit de Mourir dans la Dignité - ADMD,Association pour le Droit de Mourir dans la Dignité - ADMD,≤100,2
278422012257681,Le Pacte,Le Pacte,≤100,2
910916945628993,Explore Découverte,Explore Media,≤100,1
100689401338189,Maffia NÒ - A vita IÈ,Léonard Battesti,≤100,1
237822849665127,Handi'Chiens,Handi'Chiens,≤100,12
149306629191,Ville de Grenoble,Ville de Grenoble,≤100,1
395919323779707,CRIF,CRIF,≤100,8
138349532852167,Pays basque Tourisme,Pays basque Tourisme,≤100,2
252417390706,APF France handicap,APF France handicap,≤100,15
103804191671034,Tilt,"Tilt, une initiative de l'AFD",≤100,3
54309785742,Fondation pour la Nature et l'Homme,Fondation pour la Nature et l'Homme,≤100,20
229366650431028,BICE - Bureau International Catholique de l'Enfance,BICE - Bureau International Catholique de l'Enfance,≤100,23
698784793476571,Jean-Philippe Tanguy,Jean-Philippe Tanguy,≤100,2
305260146234994,Geres,Geres,≤100,2
1150185098382760,Fraternité générale,Fraternité générale,≤100,3
