Page ID,Page name,Disclaimer,Amount spent (PYG),Number of ads in Library
1468570519872644,Santiago Peña,PRANA SA,19258625,60
196599783696918,Efrain Alegre,Comunicá,2719921,148
1222077187832207,Gustavo Leite,Gustavo Alfredo Leite Gusinky,2673389,10
1692624097481207,Mujeres GANAR,Mujeres GANAR,1154823,50
110447625137045,Pilar Callizo,PautaPY,954461,4
242118359309178,Ricardo Estigarribia,Ricardo Estigarribia,860737,12
132554373464255,La Nación,La Nación,845987,22
266016903502005,Senador Carlos Gómez Zelada,Senador Carlos Gómez Zelada,798550,6
102963512483270,PyElige,PY Elige,675516,10
103771265752808,Vysokolán,Stephan Vysokolán,665221,7
1310731702357133,GEN,GEN,657990,8
325540631525675,En La Tecla,En la Tecla,629852,16
105052422297773,Pedrito Gómez,Maria Jose Castillo Vega,546683,18
124625661665046,Patrick Kemper,Patrick Paul Kemper Thiede,530696,7
153958777947957,Paulo Reichardt,Paulo Reichardt,465364,18
105947518752311,Agustin Saguier,Agustin Saguier,462088,7
241512319274531,Sixto Pereira,Sixto Pereira,451131,2
102266292553995,Sucia Política,Diego Ricardo Ramírez,433702,6
532716330164048,Sole Núñez,Sole Núñez,387711,29
102467002671611,Jorge Heisecke,Jorge Heisecke,379328,9
1011833908887463,Atilio Alegre,IMAGEN DE GOBIERNO,377943,10
665680343451704,Lider Amarilla,Lider Santiago Amarilla Rios,372261,5
114448232558658,Jorge Querey,Jorge Osvaldo Querey Rojas,366837,28
498022813689642,Oscar González Drakeford,Oscar González,362285,12
1810962229216340,Fidel Zavala,Laura Lorena Meaurio Paniagua,361533,10
107104641909575,Rubén Rubin,Rubén Rubin,355388,3
100959471597014,José Antonio Galeano,José Antonio Galeano,341655,12
102649292598442,Senador Hugo Richer,Senador Hugo Richer,314194,14
518726648648192,Carlos Arrechea,Carlos Arrechea,303139,8
1753251591598763,Dani Mujica,Dani Mujica,293270,21
105796025619350,Tati Giménez Diputado 2023,Tati Giménez Diputado 2023,281996,4
101937712167874,Sergio Rojas,Juan Bautista Lujan,264313,1
532716330164048,Sole Núñez,PautaPY,255729,1
614795685343483,Belén Maldonado,Belén Maldonado,235367,7
114556537799812,Victor Hugo Forneron Gobernador,Jorge Sanchez,230536,1
103681832340596,Kpeto Cano,Kpeto Cano,222465,7
113351910838827,Alma Cívica,Alma Cívica,219055,14
430961180344844,EVER VILLALBA,Ever Federico Villalba Martinez,202458,2
114061877001545,Víctor Pecci,PRANA SA,174837,2
105977768646306,Bernardo Zárate Gobernador,Bernardo Zárate Gobernador,159624,2
1711765125817047,Aldo Florentin,IMAGEN DE GOBIERNO,157412,5
110060281794994,Luis Talavera Alegre - Presidente 2023,José Emanuel Ruiz Díaz Bogado,149974,2
105872245439208,Pelusa Senadora,Maria Yolanda Del Rosario Moreno de Ruíz,147070,3
111967891694362,Osmar Ferreira,IMAGEN DE GOBIERNO,138203,7
102443492579504,Elvio Caballero.,Elvio Caballero.,133356,7
111531544527571,"Luis Silva, Gobernador","Luis Silva, Gobernador",132219,9
106257452820864,Tito Saguier,PautaPY,129921,4
724051717643013,Miguel Prieto,Miguel Prieto,126612,5
102887709202228,Pedro Mayor Martinez- Candidato a Senador,Antonio Morinigo,123426,3
292909490881181,Carlos Echeverría Intendente,TEJUParaguay,119339,2
100151689391592,Partido Patriotas Independientes. PPI,Alfredo Raúl Merino Ávalos,115570,16
106413945697461,Vicenta Cano,Vicenta Cano,115461,5
756105494544668,Tami Paredes Reichert,Tamara Fabiola Paredes Reichert,111438,2
150741961754512,Mercedes Canese Antúnez,Mercedes Canese,110327,2
303795153430459,Capitán Apodaca - Gobernador,logicodesarrollodigital,109314,1
109626041763537,Natalicio Chase,Global Agencia,107110,2
192161474526084,Luis Fretes Senador,Luis Fretes Senador,96843,3
113713881663916,,Estratégias de Comunicación,93524,2
118397948223791,Oscar Tuma,Óscar Luis Tuma Bogado,86768,2
106682318781403,Rafaela Guanes Senadora,Rafaela Guanes,79537,2
490637354648727,Ing.Juan Carlos Baruja,Juan Carlos Baruja Fernandez,77383,3
