Page ID,Page name,Disclaimer,Amount spent (VEF),Number of ads in Library
1382843902038454,Jony Rahal Oficial,an advertiser in Venezuela,3500000,7
102909028767557,Nabil Maalouf,an advertiser in Venezuela,1352506,1
116093674518,César Pérez Vivas,an advertiser in Venezuela,1250000,4
110415024779810,the_caribbean_zone,These ads ran without a disclaimer,550975,1
112059425254850,ventecarrizaloficial,These ads ran without a disclaimer,525002,1
1392286137657957,Jorge Rios Designer,These ads ran without a disclaimer,276771,1
1721349974673116,ProCiudadanos,an advertiser in Venezuela,250000,1
141363092729703,DP World,These ads ran without a disclaimer,250000,1
100198479731041,David Iglesias IA,These ads ran without a disclaimer,250000,1
111979235195228,SaludPública247.com,These ads ran without a disclaimer,≤100,1
250305668489402,Professor Kenny,These ads ran without a disclaimer,≤100,2
103064252668045,Ingees01,These ads ran without a disclaimer,≤100,1
117372648023589,益智游戏：成人拼图,These ads ran without a disclaimer,≤100,1
1096538887134446,Reuters Plus,These ads ran without a disclaimer,≤100,1
1133093596709294,Notícias 24h,These ads ran without a disclaimer,≤100,1
450326391674911,Allianz,These ads ran without a disclaimer,≤100,1
176104589110851,IEEE,These ads ran without a disclaimer,≤100,1
