Page ID,Page name,Disclaimer,Amount spent (HUF),Number of ads in Library
543788999005363,ORIGO,Mediaworks Hungary Zrt.,242459,24
248172631940,Mandiner,Mediaworks Hungary Zrt.,166917,23
191461774219575,hirado.hu,hirado.hu,122067,39
286759004682537,Tranzit,Kommentár Alapítvány,110127,1
178362315106,European Parliament,European Parliament,92424,12
109503892404998,Világgazdaság,Mediaworks Hungary Zrt.,80815,9
169599166463839,Demokratikus Koalíció,Demokratikus Koalíció,74303,49
451844608304228,Metropol,Metropol,51588,6
326635018181862,Magyar Nemzet,Mediaworks Hungary Zrt.,51156,8
153992771336740,Origo Sport,Mediaworks Hungary Zrt.,48493,7
1534911313439123,Ripost,Ripost,42861,6
331580946799,Borsonline - Bors Szórakoztató Napilap,Borsonline - Bors Szórakoztató Napilap,35301,4
193702058028595,Lázár János,Lázár János hivatalos oldala,35293,2
131283758531,HVG,HVG Kiadó ZRt.,27601,20
264517713636590,PestiSracok.hu,PestiSrácok.hu,26712,8
1265353903615539,Oeconomus,Oeconomus,25193,22
108346693873484,Győrffy Balázs,Győrffy Balázs,23910,6
592204747588011,Momentum Mozgalom,Momentum Mozgalom,18700,1
47198507012,LMP - Magyarország Zöld Pártja,LMP - Magyarország Zöld Pártja,18546,3
162344823835042,atlatszo.hu,atlatszo.hu,18259,9
265672590604606,Makronóm.Blog,Makronóm.Blog,17380,10
191946490841225,Dúró Dóra,Mi Hazánk Mozgalom,16835,1
132593883577930,Dr. Keresztes László Lóránt,LMP - Magyarország Zöld Pártja,15132,3
289633770813,UNICEF Magyarország,UNICEF Magyar Bizottság Alapítvány,14228,46
123910440019,Renew Europe,Renew Europe Group,14195,2
193640214178356,Gyopáros Alpár,Gyopáros Alpár,13836,3
537817739693723,Brain Bar,Brain Bar,13283,4
851784814892644,Simicskó István,KDNP frakció,12846,3
76748198685,Budapest Pride,Budapest Pride,12727,4
1321667124617769,Dr. Kovács Zoltán,Dr. Kovács Zoltán,12224,2
167604093409160,Promenad24,Dél-alföldi Média Centrum Kft.,11903,2
404678369951100,Hollai Gábor,Momentum Mozgalom,11381,1
108248022589754,Bosch Magyarország,Bosch Magyarország,10946,8
447204268797621,RTL.hu,RTL.HU,10789,41
102426795954406,Nobilis Márton,Nobilis Márton,10721,17
506348326210466,Ungár Péter,LMP - Magyarország Zöld Pártja,10313,4
35634348348,Greenpeace Magyarország,Greenpeace Magyarország,10131,3
788960034452071,Potápi Árpád János,Potápi Árpád János,10078,1
1059773170712510,Őri László,Őri László,9240,5
135049793193159,IH Rendezvényközpont,Green Team Event & Marketing Kft.,8837,6
1920158678081160,Nemzetpolitikai Államtitkárság,Nemzetpolitikai Államtitkárság,8714,1
303640261940,Nemzeti Sport Online,Mediaworks Hungary Zrt.,8372,2
102877499117068,Pálfalvi Milán Nézőpontja,Nézőpont,8359,1
304448239602944,Minden Doboz Visszajár,Minden Doboz Visszajár,8338,7
134499066699216,Nyíregyháza MJV,Nyíregyháza MJV,8005,3
1926735160968885,Válasz Online,Válasz Online,7892,5
103922897650335,Bakos Bernadett,LMP - Magyarország Zöld Pártja,7848,4
1408906262689093,Nyitrai Zsolt,Fidesz,7826,4
101897961290159,Momentum XVIII. kerület,Momentum Mozgalom,7810,2
120800934626447,United Way Magyarország,United Way Magyarország,7752,2
142116653162328,Márki-Zay Péter,Márki-Zay Péter,7153,13
125953004085398,Kemma.hu,Kemma.hu,6802,2
203158929827,Beol.hu Békés vármegyei online,Mediaworks Hungary Zrt.,6425,1
126893087354793,Európai Parlament,Európai Parlament,6280,6
206829842043,Rétvári Bence,Rétvári Bence,6097,10
103294948505659,Szánthó Miklós,Szánthó Miklós – Alapjogokért Központ,6007,5
1215492498464496,Angyal Károly,Angyal Károly,5975,4
308871671705,BAON Bács-Kiskun vármegyei Online,Mediaworks Hungary Zrt.,5762,1
189020783523,Mathias Corvinus Collegium - MCC,Mathias Corvinus Collegium Alapítvány,5668,6
386132578063762,Balaicz Zoltán,Balaicz Zoltán,5402,3
143151351544,Színházi Olimpia 2023 / Theatre Olympics 2023,Szinházi Olimpia Nonprofit Kft.,5388,4
2309737912651039,Péterffy Attila,Péterffy Attila,5217,1
191946490841225,Dúró Dóra,Dúró Dóra,5216,1
287770891404,Jobbik-Konzervatívok,Jobbik Magyarországért Mozgalom,5117,1
146599018696771,NATO,NATO,4845,1
781030738624077,Gyöngyösi Márton,Jobbik Magyarországért Mozgalom,4806,1
781150971947219,Jakab Péter,A Nép Pártján,4638,4
102641477991941,bahir.hu - BAHÍR,Zöld Baranya Egyesület,4612,11
116905388345518,veol.hu,Mediaworks Hungary Zrt.,4590,1
108451703856510,Szabó Bence,Momentum Mozgalom,4577,1
147633001941737,kisalfold.hu,kisalfold.hu,4546,2
129255963785124,Heol.hu,Heol.hu,4514,1
258636010813346,Delmagyar.hu,Mediaworks Hungary Zrt.,4488,2
100299381703981,Ps TV,PestiSrácok.hu,4470,1
1627127484170228,NHC24,Mediaworks Hungary Zrt.,4455,1
296310837699,vaol.hu,Mediaworks Hungary Zrt.,4452,1
113375923695023,Fidesz Budapest,Fidesz Budapest,4423,2
160935777365,bama.hu - a baranyai hírportál,bama.hu - a baranya megyei hírportál,4367,1
172936669443469,Dunaújvárosi Hírlap - duol.hu,Dunaújvárosi Hírlap - duol.hu,4312,1
320986996098,zaol.hu,Mediaworks Hungary Zrt.,4310,1
276554411147,Szabolcs Online,Mediaworks Hungary Zrt.,4302,1
718997391564454,Énbudapestem,Budapest Főváros Önkormányzat,4299,1
183723231644096,Szita Károly,Szita Károly,4273,3
276466898323,Hajdú Online,Mediaworks Hungary Zrt.,4272,1
134324809941862,Szoljon.hu,Mediaworks Hungary Zrt.,4260,1
267168140529488,György László,György László,4223,1
506244332746545,TEOL.hu,TEOL.hu,4176,1
326763130286,Borsod Online,Mediaworks Hungary Zrt.,4166,1
107760432613264,Sonline.hu - Somogy közösségi és hírportálja,Sonline.hu - Somogy közösségi és hírportálja,4133,1
334194676744991,Varga Zoltán Péter,Jobbik-Konzervatívok,4025,1
105140281027554,Hírnyolc,Hírnyolc,4019,2
421262681731198,Vasarnap.hu,Kovács K. Zoltán Alapítvány,4002,4
103876772542159,Momentum Dél-Vas megye,Momentum Mozgalom,3935,1
887921287887805,Király Nóra,Király Nóra,3651,1
1381558792064873,Niedermüller Péter,Niedermüller Péter,3496,2
