Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,1333
Bicol Region,13831
Cagayan Valley,4468
Calabarzon,24677
Caraga,2407
Central Luzon,15403
Central Visayas,12966
Cordillera Administrative Region,2674
Davao Region,6619
Eastern Visayas,5146
Ilocos Region,7507
Metro Manila,39824
Mimaropa,3582
Northern Mindanao,6866
Soccsksargen,4618
Unknown,≤100
Western Visayas,11868
Zamboanga Peninsula,3501
