Location name,Amount spent (VEF)
Amazonas,483
Anzoátegui,2002575
Apure,683680
Aragua,2960503
Barinas,4751931
Bolívar (state),2739130
Capital District,15015926
Carabobo,3503272
Cojedes,553519
Delta Amacuro,268
Falcón,1239002
Guárico,1001824
Lara,2502467
Miranda (state),4502253
Monagas,1001502
Mérida,2001770
Nueva Esparta,733251
Portuguesa,1000805
Sucre,749270
Trujillo,751770
Táchira,6003701
Unknown,107
Vargas,750161
Yaracuy,1251716
Zulia,35224788
