Page ID,Page name,Disclaimer,Amount spent (CRC),Number of ads in Library
118971778191074,Partido Liberación Nacional,Partido Liberación Nacional,29260,1
117702158266385,Antonio Álvarez Desanti,Antonio Álvarez Desanti,8670,2
265843867173714,La Revista,La Revista,3909,1
112069085145054,Partido Bienestar Josefino,Partido Bienestar Josefino,3049,2
1540070352761579,Leslye Bojorges,Leslye Bojorges,2823,1
102084562479533,Digital506,Digital506,1813,2
1697191247176676,Diego Miranda Méndez,Diego Miranda Méndez,1681,1
161538647202796,David Segura - Diputado,David Segura - Diputado,1499,2
106333472549751,ADN Tibás,These ads ran without a disclaimer,1214,1
170997769978181,Distribuidora Costa Del Sol,These ads ran without a disclaimer,921,1
1564830553770208,Encuentro Municipal,Jose Luis Jimenez Robleto,264,1
529759470407402,Nelson Ugalde Rojas,Nelson Ugalde Rojas,160,1
106950715510480,Luciana Ponce,These ads ran without a disclaimer,≤100,2
345453412817981,Diego Gomez,These ads ran without a disclaimer,≤100,1
103736139244309,Coach Mercedez Lerne,These ads ran without a disclaimer,≤100,1
102441338860194,Anatomy of Night,These ads ran without a disclaimer,≤100,1
111068872040824,Super Quiz,These ads ran without a disclaimer,≤100,2
110415024779810,the_caribbean_zone,These ads ran without a disclaimer,≤100,1
103064252668045,Ingees01,These ads ran without a disclaimer,≤100,1
572203686296623,Relieved,These ads ran without a disclaimer,≤100,1
450326391674911,Allianz,These ads ran without a disclaimer,≤100,1
109226351931340,Jimena Gonzalez,These ads ran without a disclaimer,≤100,1
176104589110851,IEEE,These ads ran without a disclaimer,≤100,1
