Page ID,Page name,Disclaimer,Amount spent (GBP),Number of ads in Library
106626487721376,Amazon Europe,Amazon Europe,6494,14
7715002593,UNICEF UK,Unicef UK,6330,68
102639461303190,Fair Pay For All,Fair Pay For All,5022,177
311627208673,WWF UK,WWF UK,3946,67
9250349228,Greenpeace UK,Greenpeace UK,3762,48
13047522725,Crimestoppers,Crimestoppers,2715,32
345463602161853,bp,bp,2313,1
403187191250,Soccer Aid,UNICEF UK,1750,98
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),1485,42
121936349543,World Vision UK,World Vision UK,1465,49
7043497714,Christian Aid,Christian Aid,1447,19
799576543492660,The Week Junior,The Week Junior,1424,36
6406164817,Viva!,Viva! Vegan Charity,1346,8
101958682650112,ESG UK,Energy Saving Grants,1131,96
177855115588808,The Week UK,The Week UK,1025,34
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,952,21
105298484651843,SME Climate Hub,SME Climate Hub,947,76
26698813123,British Red Cross,British Red Cross,892,31
34044296391,Surfers Against Sewage,Surfers Against Sewage,871,131
114806378280041,Stop dog attacks on English sheep,AZ Advice Limited,870,2
103662352102391,Family Debt Help,Ian Keith Parsons,759,8
112712550420527,Ekō UK,Ekō,750,3
119085418114832,The Body Shop,The Body Shop,746,4
569834799727730,National Grid UK,National Grid UK,726,56
18168505158,The Woodland Trust,Woodland Trust,699,23
59367068326,The Ramblers,The Ramblers,696,7
35671512696,World Animal Protection UK,World Animal Protection UK,694,32
10677003998,Shelter,Shelter,677,259
101602743218479,Stop It Now! UK and Ireland,"Stop It Now! UK and Ireland, The Lucy Faithfull Foundation",658,13
186622728032,RSPB,RSPB,617,49
111890118077986,Diesel Emissions,Diesel Emissions,613,24
47612991154,Dignity in Dying,Dignity in Dying,610,43
117476785190,Save the Children UK,Save the Children UK,604,28
220543443746,International Rescue Committee - UK,International Rescue Committee UK,577,22
490007667679401,Hugh James,Hugh James,560,4
109602554296513,Your Funded Energy Solution,Huw John Llewellyn,544,16
104255571968810,Save My Vape,Save My Vape,517,2
108951391565231,Help to Heat,Huw John Llewellyn,511,17
6316017331,Terrence Higgins Trust,Terrence Higgins Trust,507,24
10114144851,NSPCC,NSPCC,499,6
109088285010415,Bucovineanul-Voloșeniuc Ștefan,Jinesh Pravinchandra Shah,472,4
7527864602,WaterAid UK,WaterAid UK,459,19
123311187737843,GSK,GSK,427,6
175338329150218,Help For Heroes,Help for Heroes,419,37
40952091012,Asthma + Lung UK,Asthma + Lung UK,392,13
113389667191398,ROOT ZERO,Puffin Produce,391,18
195754307110390,Right To Life UK,Right To Life UK,369,24
1660600037490738,Guardian Labs,Guardian Labs,360,16
104768005247443,Say No To WHO,Say no to WHO,340,3
274651352565844,Oltco Ltd,Oltco Ltd,334,145
227427673437,Tree Aid,Tree Aid,325,20
246872175166,Action Against Hunger UK,Action Against Hunger UK,317,181
159969930741814,The Wildlife Trusts,The Wildlife Trusts,297,19
21242962092,ClientEarth,ClientEarth,286,17
158077247591710,Refuge,Refuge,264,24
290498754454402,European Movement UK,European Movement UK,229,7
112845639376,Refugee Action,Refugee Action,223,69
1586251881644270,Keir Starmer,The Labour Party,207,91
88845925295,Fairtrade Foundation,Fairtrade Foundation,205,12
360322167647280,"Mayor of London, Sadiq Khan",The Greater London Authority,205,6
145823622095677,Tramway,Tramway,204,9
47496679743,The Climate Coalition,The Climate Coalition,196,21
7624294394,Amnesty International UK,Amnesty International UK,193,18
7525251658,Virgin Unite,Virgin Unite,182,2
110538548040758,Care2 UK,John Ayling & Associates,180,13
2558329857727118,Families In Debt,Families in debt,177,1
25749647410,The Labour Party,The Labour Party,176,109
169042736456594,All Out,All Out,170,8
353224381469808,ifaw,IFAW,169,37
249209468838241,Good Law Project,Good Law Project,169,79
836217419884252,Boundaries Scotland,Local Government Boundary Commission for Scotland,159,1
131891836851920,MAF UK,Mission Aviation Fellowship UK,158,15
9695206314,Sustrans,Sustrans,157,17
107310464728068,Britain Remade,BRM Futures Limited,156,30
10986039307,VSO,VSO,152,2
18044497940,Plan International UK,Plan International UK,151,21
40409120801,Refugee Council,Refugee Council,151,4
110100268235797,Hyphen,Link Media Corporation Ltd,142,17
7214031395,Oxfam Great Britain,Oxfam Great Britain,141,26
89151782746,Fauna & Flora,Fauna & Flora International,140,104
135456716565905,Guardian Jobs,Guardian Jobs,140,16
18933990398,Stonewall,Stonewall UK,139,18
139695000173,Good Energy,Good Energy,136,202
1863944713844924,Best For Britain,Best for Britain,135,11
414054999061808,Mashroom,These ads ran without a disclaimer,134,41
208573062515662,Freedom from Torture,Freedom from Torture,133,9
165099760197787,Welsh Government,Welsh Government,133,2
107458721218674,ADF UK,ADF UK,130,23
114651147002520,SSE Energy Solutions,SSE,128,8
111339325988454,The Coders Guild,The Coders Guild,127,6
601388547012748,Ecologi,Ecologi,126,53
99745777276,Porchlight,Porchlight,125,12
210400546162648,Development Bank of Wales,Development Bank of Wales,124,17
1046117708754519,Care4Calais,Care4Calais,121,13
111503161740182,AGBI,AGBI,119,10
608578919186659,World Vision International,World Vision International,118,6
346684596111093,KinKind,KinKind Ltd,115,8
1738524969810037,Mission India UK,Mission India UK,114,23
73607375435,Open Rights Group,Open Rights Group,113,2
121292038029801,The Passage Charity,The Passage,111,7
2386526881419158,USR Marea Britanie,Uniunea Salvati Romania,110,3
23958741368,Southbank Centre,Southbank Centre,110,12
119905691356787,The Body Shop,The Body Shop,108,1
8423257659,Simon Brodkin,Avalon,105,6
358706239805,Scope,Scope,104,3
13655260370,Penguin Books,Penguin Books,104,11
2047806148766050,Animal Equality UK,Animal Equality UK,103,2
199098633470668,LADbible,LADbible,101,3
97708339756,Action for Children,Action for Children,≤100,7
547761111920012,Anglian Water - Love Every Drop,Anglian Water,≤100,2
107565470730222,Cllr Antonio Piazza for Drynham - Trowbridge,Antonio Piazza,≤100,2
