Page ID,Page name,Disclaimer,Amount spent (CAD),Number of ads in Library
1817729271829272,Secrétariat à la condition féminine,Secrétariat à la condition féminine,5809,13
167800183238142,YourAlberta (Government of Alberta),Government of Alberta,5547,37
16761458703,University of British Columbia,The University of British Columbia,5287,85
103805636333615,Quality Canadian Milk - Lait canadien de qualité,Dairy Farmers of Canada,4135,48
163336718421,PSAC - AFPC,PSAC - AFPC,3323,58
203652059653094,Government of British Columbia,Government of British Columbia,3109,5
136772905237,Historica Canada,Historica Canada,2788,7
113969008665734,Ministère de la Santé et des Services sociaux (MSSS),Ministère de la Santé et Services sociaux,2755,14
632493333805962,Environment and Climate Change,Environment and Climate Change Canada,2738,15
102828041144081,Here For Students,Ontario Secondary School Teachers' Federation (OSSTF),2718,6
113297740077607,Canadian Energy Centre,Canadian Energy Centre,2534,137
155609655007428,United Conservative Party of Alberta,United Conservative Party of Alberta,2526,16
544846182381424,United Conservative Caucus,United Conservative Caucus,2487,21
109045051805492,Made The Canadian Way,Canadian Energy Centre,2423,20
104811292976689,SOS violence conjugale,SOS violence conjugale,2111,21
154462904588700,Enbridge Gas,Enbridge Gas,1913,86
104386908631938,Pathways Alliance,Pathways Alliance,1670,7
972617702814352,Économie Québec,Économie Québec,1604,6
196322807083503,OECTA - Ontario English Catholic Teachers Association,OECTA - Ontario English Catholic Teachers Association,1559,13
115835521825983,UNHCR Canada,UNHCR Canada,1551,61
230448456985193,Elections Ontario,Elections Ontario,1300,4
139019864276,Oxfam Canada,Oxfam Canada,1252,26
1422057448099551,Spirits Canada,Spirits Canada,1209,8
405377872902754,Canada Action,Canada Action,934,38
108635379686,CNIB,CNIB,933,37
447980405253906,Public Service Alliance of Canada - Prairie Region,Public Service Alliance of Canada - Prairie Region,873,11
177741812241442,SCFP-Québec,le SCFP,744,23
106231507615280,Delivering Community Power - Vers des collectivités durables,Canadian Union of Postal Workers,726,8
168617319831578,Nature Canada,Nature Canada,722,7
394745970602999,The Council of Canadians,The Council of Canadians,703,27
184257548280251,Alberta's NDP,Alberta's NDP,701,51
370233926766473,Environnement et Changement climatique,Environnement et Changement climatique Canada,699,15
