Page ID,Page name,Disclaimer,Amount spent (PYG),Number of ads in Library
102266292553995,Sucia Política,Diego Ricardo Ramírez,1069131,12
242118359309178,Ricardo Estigarribia,Ricardo Estigarribia,787273,19
102963512483270,PyElige,PY Elige,723404,10
102917519228790,Bruno Defelippe,Bruno Defelippe,566400,39
103771265752808,Vysokolán,Stephan Vysokolán,489081,4
124625661665046,Patrick Kemper,Patrick Paul Kemper Thiede,425303,9
943824938962084,Luis Fernando,Luis Fernando,372987,6
325540631525675,En La Tecla,En la Tecla,356052,6
241512319274531,Sixto Pereira,Sixto Pereira,311715,2
105920818948134,Blanca Lila 2023,These ads ran without a disclaimer,309215,1
109626041763537,Natalicio Chase,Global Agencia,289455,6
113351910838827,Alma Cívica,Alma Cívica,260404,15
153958777947957,Paulo Reichardt,Paulo Reichardt,255878,4
1011833908887463,Atilio Alegre,IMAGEN DE GOBIERNO,238352,8
517426394969535,Ricardo Canese,Ricardo Canese,232905,4
483666425147964,Richard Ramirez,Richard Ramirez,229266,3
1753251591598763,Dani Mujica,Dani Mujica,228055,16
102109369350535,Christa Rivas,Christa Violeta Rivas Caballero,217474,2
100959471597014,José Antonio Galeano,José Antonio Galeano,182503,12
441529192988697,Rubén Penayo Senador 40/44,Rubén Penayo Senador 40/44,181260,1
1547194582252394,Denis Lichi,Global Agencia,176280,8
103207518447025,Antonio Buzarquis Cáceres,Rodney Zorrilla Ortiz,174459,1
1468570519872644,Santiago Peña,PRANA SA,148445,10
105052422297773,Pedrito Gómez,Maria Jose Castillo Vega,144756,8
665680343451704,Lider Amarilla,Lider Santiago Amarilla Rios,142296,1
647864758888200,Seba Garcia,Sebastian Garcia,131023,3
150741961754512,Mercedes Canese Antúnez,Mercedes Canese,129182,3
196599783696918,Efrain Alegre,These ads ran without a disclaimer,128796,1
613444678793192,Josías Escobar Concejal 2023,Josía Eliezer Escobar Fernandez,126811,2
1441704549436832,Regina Rios,Regina Rios Irala,122921,3
1608625919447826,Blanca Ovelar Senadora Nacional,Blanca Ovelar Senadora Nacional,109314,2
118890043360348,Pedro Santa Cruz,Pedro Arthuro Santa Cruz Insaurralde,108927,5
242118359309178,Ricardo Estigarribia,Douglas Mateus Hendges,108496,1
1150055398455917,C9N Paraguay,C9N Paraguay,105567,1
420279778178605,Adelaida Diputada 2023,Adelaida Cantero De Torres,104903,1
102649292598442,Senador Hugo Richer,Senador Hugo Richer,100018,4
103114005868340,Rodrigo Rios Coronel,IMAGEN DE GOBIERNO,99550,3
223736477748415,Derlis Larroza,Nueva Tecno,99031,1
263037407490496,Édgar López Senador,Christian Guillermo Vazquez Sanchez,90757,1
176941749043831,YAMIL ESGAIB,Yamil Esgaib,87265,3
1810962229216340,Fidel Zavala,Laura Lorena Meaurio Paniagua,86768,3
110060281794994,Luis Talavera Alegre - Presidente 2023,José Emanuel Ruiz Díaz Bogado,82962,1
2153366651445517,Líder Radio Tv Online,Líder Radio Tv Online,82606,2
106682318781403,Rafaela Guanes Senadora,Rafaela Guanes,81562,2
111531544527571,"Luis Silva, Gobernador","Luis Silva, Gobernador",78251,4
725834240910220,Noticiero Paraguay,Noticiero Paraguay,76203,4
1575743279360941,Carlos Cáceres Sarubbi Senador 2023,Carlos Agustin Caceres Sarubbi,75870,9
108246601026063,Derlis Rodríguez Diputado 2023,Derlis Manuel Rodríguez Baez,66741,9
103759862278474,Victor Miranda Py,Clicnovo,65076,4
1094373423935985,German Solinger,Grissel Zárate Sotelo,65076,1
104762035619626,Randy Soto Sachelaridi,Randy Soto,62586,1
614795685343483,Belén Maldonado,Belén Maldonado,60778,2
111421181205339,Vidala Franco 2023,Christian Guillermo Vazquez Sanchez,60613,1
102171848430562,Dr. Noguera 2023,Jacinto Rafael Noguera Arzamendia,57846,4
103373961784268,Giani Ramírez,Giani Ramírez,52183,1
100778482648263,Cerini 2023,DGWorld Consultoría Digital,51420,1
110258800564741,Ing. Luis Riveros,Luis Riveros,51145,3
114574908102864,Alianza VAMOS Por Boquerón,Alianza Vamos Por Boquerón,48656,4
1856745507987901,Dr. Guillermo Rodriguez Duré,Douglas Mateus Hendges,44832,1
118776213294753,Atenil Paraguay,Atenil Paraguay,43267,2
102141339262288,Eligio Colmán,Mario Alberto Velázquez Duarte,42589,1
111519571676798,Abel Cabral Lista 300 Opción 2,Abel Cabral,41010,3
446986732060546,ROSA BELLA Cáceres,Antonio Villalba Caceres,39238,3
2313390342074494,JOSE LIN Chicolin,Raul Jara,36057,2
107587622053186,Dra. Vivian Santander 2023,Santander Santander Clinica,35145,2
100445112671378,Fernando Camacho Senador 2023,Norma Graciela Ávalos Lezcano,34553,2
107956328706667,Sary Helman Diputada,Fabiana Marlene Cañete Helman,34195,2
1510805942583059,Norma Zarate de Monges,Norma Zarate,34031,1
102940895895901,Victor Herreros Gimenez,Victor Herreros,32514,1
184860595385745,Ing. Roberto Jiménez - Concejal,Roberto Fernando Jimenez Ayala,31614,1
842006342844392,Pautas Políticas Py,Pautas Políticas Py,29824,1
137071910500968,Alvaro Grau,Oscar David Baez Alvarenga,28923,1
827201027312903,César LANDY Torres,Jose Dolores Zarate Gonzalez,28166,1
1711765125817047,Aldo Florentin,IMAGEN DE GOBIERNO,28071,2
110447625137045,Pilar Callizo,PautaPY,27428,2
1832577620365172,Eusebio Ramón Ayala Senador 2023,Manu Nuñez Franco,26821,1
446988672806188,Dany Echeverría,Edgar Daniel Echeverría Pérez,26549,1
413305998874911,Ing. Digno Caballero Ruiz,Derlis Damián Talavera,26468,1
108824810612735,Ing. Jorge Palazón,Jorge Palazon,26236,1
100975932038932,Carol González-Concejal,Graciela Carolina Gonzalez Perez,25944,3
112692571431064,Jaime Samudio,Maria Irismar Armoa Diaz,25693,4
103966462488145,Ulises Martínez - Gobernador,Moises Ulises Martinez Benitez,25098,4
102804492578710,Legalmente Hablando,Nueva Tecno,24156,1
103790065833334,Movimiento Humanista y Solidario,Movimiento Humanista y Solidario,23043,2
107378775349679,Rolando Alvarez Spinassi,Rolando Alvarez Spinassi,22550,13
101557432041474,Levi Leguizamón,Levi Leguizamón,20314,2
103429818624929,Edu Garay,Eduardo Garay,19285,3
104143542486856,Ya Paraguay,Ya Paraguay,19163,1
110259408342427,Walter Garcia,Walter Garcia,17834,1
124476131441330,Partido Hagamos,Partido Hagamos,16178,1
103067808746490,Omar Velázquez,Omar Velazquez,16120,2
178681336046139,Gabino Delvalle Diputado,Partido de la Participación Ciudadana,15976,1
104302659010976,Ismael Rojas Concejal por Central 2023,Ismael Rojas,15932,1
237898026337131,Impacto Caaguazú- Digital.,impactocaaguazu,15374,2
501786636589565,Rocio Vallejo,Hilda Maria Del Rocio Vallejo Avalos,15360,1
105249395726210,Edgar Leite Resquin,Edgar Trinidad Leite Resquin,15075,2
550298315040554,Marcelo Soto,Marcelo Soto,14755,1
451746952056165,Gustavo Acosta,Gustavo Joaquin Acosta Fonseca,14650,3
1490214351269338,Freddy Franco,Carlos Agustin Sanabria Garcete,14611,1
876472822508954,Ahoracde,Portal Digital de Noticias AHORACDE,14505,2
100486612607448,César Cardozo Diputado 2023. Itapúa.,Claudio César Cardozo Junghanns,14461,1
724051717643013,Miguel Prieto,Celso Kevin Ramon Sánchez Florentin,13477,1
101840779897426,Cristian Cardozo,Cristian Antonio Cardozo Villalba,12533,1
109400298573862,Dr. Víctor Ocampos Gobernador Paraguarí,Victor Luis Ocampos Gómez,11927,1
107280817646184,Estefi Careaga,Estefanía Maria Careaga Cacace,11672,1
110988551804080,Dany Agüero Concejal,Juan Daniel Aguero Rotela,11416,1
112866004765581,Taurino González,Elias Escobar Fernández,11367,2
1903045496681398,Celeste Diputada,Celeste Josefina Amarilla De Boccia,11235,1
1659775060937880,Guido González,Rosa Agustin Gonzalez,10691,1
88276686377,Stella Artois,These ads ran without a disclaimer,10629,2
107833595148374,Diputado José Rodríguez 2023 - 2028,Diputado José Rodríguez 2023 - 2028,10506,3
