Page ID,Page name,Disclaimer,Amount spent (PLN),Number of ads in Library
102931488739,Platforma Obywatelska,Platforma Obywatelska,8007,90
157458232131,Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,2470,20
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,2170,40
196334343778888,Polskie Centrum Pomocy Międzynarodowej (PCPM),PCPM with Facebook ad credits,1761,36
228168274881,wysokieobcasy,wysokieobcasy,1068,17
107750507339408,Bart Staszewski,Fundacja Basta,939,1
469702339755768,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,910,138
178415208919146,Suwerenna Polska,Solidarna Polska,897,13
707571179402224,Rada Miasta Gdańska,Rada Miasta Gdańska,863,3
487587700423,Miasto Gdańsk,Miasto Gdańsk,824,10
105745031598028,Campus Polska Przyszłości,Fundacja Campus Polska Przyszłości,796,10
103423656514231,Fundacja Gdańska,Fundacja Gdańska,744,12
57544755889,Amnesty International Polska,Amnesty International Polska,654,39
391098174296294,Super Express,se.pl,610,19
312816688890250,Dariusz Matecki,Dariusz Matecki Radny Miasta Szczecin,585,5
339855706171439,Dobra Fabryka,Dobra Fabryka,523,4
1227194230675141,Pratia,Pratia SA,497,16
104623181081757,Budżet Obywatelski Mazowsza,Urząd Marszałkowski Województwa Mazowieckiego,491,34
142361819657439,Narodowy Fundusz Ochrony Środowiska i Gospodarki Wodnej,Narodowy Fundusz Ochrony Środowiska i Gospodarki Wodnej,486,1
1659680027600979,Bydgoski Budżet Obywatelski,bydgoszcz.pl,454,6
104884392877324,Alivia,Alivia - Fundacja Onkologiczna,435,4
1436380093288077,Park Dzieje,Stowarzyszenie Dzieje,406,10
133112726750279,M jak Mama,Grupa ZPR Media,374,5
182038191908977,Ministerstwo Cyfryzacji,Kancelaria Prezesa Rady Ministrów,362,7
940058816041174,Federacja Przedsiębiorców Polskich,Federacja Przedsiębiorców Polskich,338,5
102577288350341,Super Biznes,se.pl,337,6
163488137165461,E.ON Polska,E.ON Polska,330,13
230415296997772,bydgoszcz.pl,bydgoszcz.pl,322,2
1937461523203000,Fundacja Promocji Pojazdów Elektrycznych FPPE,Fundacja Promocji Pojazdów Elektrycznych,311,37
557305027641691,Prof. Ryszard Legutko,European Parliament ECR Group,309,1
513969188677442,Compassion Polska,Compassion Polska,299,10
475584852475176,Pozytron,POZYTRON Radiologia Medyczna,297,6
1581518611867021,Zbigniew Ziobro,Zbigniew Ziobro,294,3
749393698434460,Jarosław Krajewski,Jarosław Krajewski,286,3
1629946500626448,To Tylko Astma,OS3 Sp. z o.o.,278,2
424950454257785,Kampania Prawdy,Kampania Prawdy,274,2
561109754080680,Związek Miast Polskich,Związek Miast Polskich,271,6
105636040979969,Polska 2050,Polska 2050 Szymona Hołowni,271,10
