Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,981
Bicol Region,17542
Cagayan Valley,2920
Calabarzon,29076
Caraga,2086
Central Luzon,13907
Central Visayas,6953
Cordillera Administrative Region,2022
Davao Region,5433
Eastern Visayas,4464
Ilocos Region,6774
Metro Manila,68463
Mimaropa,2812
Northern Mindanao,4541
Soccsksargen,4134
Unknown,≤100
Western Visayas,9730
Zamboanga Peninsula,2484
