Location name,Amount spent (USD)
Alabama,7111
Alaska,2176
American Samoa,≤100
Arizona,12827
Arkansas,5059
California,71380
Colorado,11210
Connecticut,6515
Delaware,1558
Florida,41802
Georgia,16947
Guam,≤100
Hawaii,2774
Idaho,4657
Illinois,21769
Indiana,14438
Iowa,10894
Kansas,4946
Kentucky,8180
Louisiana,10730
Maine,2916
Maryland,16513
Massachusetts,10646
Michigan,19236
Minnesota,13950
Mississippi,4564
Missouri,10873
Montana,2555
Nebraska,2724
Nevada,9218
New Hampshire,2610
New Jersey,16851
New Mexico,3832
New York,44058
North Carolina,16986
North Dakota,1681
Northern Mariana Islands,≤100
Ohio,17725
Oklahoma,6820
Oregon,9934
Pennsylvania,23382
Puerto Rico,≤100
Rhode Island,1348
South Carolina,8558
South Dakota,1212
Tennessee,12180
Texas,45715
Unknown,≤100
Utah,7215
Vermont,1444
Virgin Islands (U.S.),≤100
Virginia,21029
Washington,14459
"Washington, District of Columbia",10018
West Virginia,3671
Wisconsin,8894
Wyoming,981
