Location name,Amount spent (NZD)
Auckland Region,5418
Bay of Plenty Region,839
Canterbury,1843
Cook Islands,≤100
Gisborne District,118
Hawke's Bay,452
Manawatu-Wanganui,773
Marlborough Region,151
Nelson Province,194
Niue,≤100
Northland Region,585
Otago,771
Southland,300
Taranaki,469
Tasman District,111
Unknown,≤100
Waikato,1410
Wellington Region,1468
West Coast,101
