Location name,Amount spent (USD)
Azuay Province,1532
Bolívar Province,178
Carchi Province,120
Cañar Province,327
Chimborazo Province,502
Cotopaxi Province,460
El Oro Province,1541
Esmeraldas Province,584
Galápagos Province,≤100
Guayas Province,5556
Imbabura Province,584
Loja Province,508
Los Ríos Province,1702
Manabí Province,2320
Morona-Santiago Province,177
Napo Province,118
Orellana Province,249
Pastaza Province,126
Pichincha Province,3618
Santa Elena Province,407
Santo Domingo de los Tsáchilas Province,1494
Sucumbíos Province,267
Tungurahua Province,636
Unknown,≤100
Zamora-Chinchipe Province,119
