Page ID,Page name,Disclaimer,Amount spent (VND),Number of ads in Library
101914358044085,Tài Liệu Ôn Thi Viên Chức Giáo Dục,Tài Liệu Ôn Thi Viên Chức Giáo Dục,431038,14
106023675586468,"Golfgroup.com.vn - 834 Nguyễn Văn Linh, Q7,HCM",These ads ran without a disclaimer,198555,2
106617108988181,VN 84 Entertainment,These ads ran without a disclaimer,182667,1
113160717805900,Laura Sunshine Nhật Kim Anh - Mỹ Phẩm Cao Cấp,These ads ran without a disclaimer,114116,5
237266619743283,Liliana,These ads ran without a disclaimer,90813,6
109368035226534,Oxford English Uk Viet Nam,These ads ran without a disclaimer,75500,1
107469535598295,Đầu tư Cổ phiếu 68,These ads ran without a disclaimer,56378,1
106476091689860,Bartra Wealth Advisors,Bartra Wealth Advisors,50332,4
192195994956428,Tài Liệu Thi Viên Chức Giáo Viên,Tài Liệu Thi Viên Chức Giáo Viên,49731,1
101865258169428,ĐEN Secondhand,ĐEN Secondhand,32363,1
165600847322369,Tài Liệu Thi Viên Chức Giáo Dục Bình Định-Phú Yên,Tài Liệu Thi Viên Chức Giáo Dục Bình Định-Phú Yên,24541,1
33308238802,Asian Institute of Management,These ads ran without a disclaimer,21809,1
111757537322523,EcoLakes Mỹ  Phước-CDT Setia Becamex,These ads ran without a disclaimer,15201,1
101323289461536,CIC Daily,These ads ran without a disclaimer,10318,2
102015825838611,Hoàng Mai Phương Trà,These ads ran without a disclaimer,2336,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,1827,2
280372489273746,The Design Story,These ads ran without a disclaimer,1806,1
128946031049742,Fulbright School of Public Policy and Management,These ads ran without a disclaimer,1257,1
1071678919512731,YODY Hải Dương,These ads ran without a disclaimer,873,1
198398326957053,Shree Krishnayan Desi Gauraksha Avam Golokdham Sewa Samiti,These ads ran without a disclaimer,103,2
316496640057,7iber,These ads ran without a disclaimer,≤100,1
208338536239798,This Is Beijing,These ads ran without a disclaimer,≤100,1
109362318169174,German Information Centre Southeast Asia,These ads ran without a disclaimer,≤100,2
140010018214626,Moneymade Lifestyle,These ads ran without a disclaimer,≤100,7
