Page ID,Page name,Disclaimer,Amount spent (INR),Number of ads in Library
103704155350118,Gates Foundation India,The Bill & Melinda Gates Foundation,177601,6
54779960819,United Nations,United Nations with Facebook Ad Credits,155778,11
68793499001,UNICEF,UNICEF with Facebook Ad Credits,131910,5
278423842321236,BJP Rajasthan,BJP Rajasthan,66734,46
105671775473178,Jan Suraaj,Jan Suraaj,45996,56
2078242259060363,Kukufm,Mohana Saha,33638,85
298451310555,Volvo Car India,These ads ran without a disclaimer,31162,2
107395897271506,Kutumb,Swatantra Verma,29686,44
2078242259060363,Kukufm,These ads ran without a disclaimer,28603,2
21169267101,Give,Give,28488,5
294493857651676,Rahul Gandhi,Indian National Congress,26958,4
168694379812269,Astroyogi,These ads ran without a disclaimer,26190,3
1488581191158902,Conscious Planet,Isha outreach,19696,4
104516512296314,Kartik Sharma,Adv Tech,18868,18
187668288312583,Otrivin,Haleon India,18494,4
421179061356837,Eknath Shinde - एकनाथ संभाजी शिंदे,Pratik Sunil Sharma,17234,5
109354741887336,Udhay Anna - உதய் அண்ணா,Politicode,15309,33
791496597580042,Miracles Academy Of Arts & Media Pvt.Ltd.,Miracles Academy Of Arts & Media Pvt.Ltd.,12771,1
30290552843,Greenpeace India,Greenpeace India Society,11268,48
2073183832762291,Meri Neta - Priyanka Gandhi,Jitender Kumar Bhardwaj,10265,2
574079826086251,Phir Ek Baar Modi Sarkar,phirekbaarmodisarkar.com,9186,32
544721985576852,"Tourism Department, Government of West Bengal",Digital Abhiyan,9072,2
109888271582555,Be The Change For TB,Johnson & Johnson India Private Limited,9064,7
109986065209042,Mera Apna Rahul,Mera Apna Rahul,7593,40
1418673848396428,H D Kumaraswamy,Pancharatnayojane,7377,2
100113008488735,Eknath Shinde FC,Future ready media,7148,2
1947296068903392,Vinay Saxena,Manish Soni,6885,6
537021156329658,Sukhbir Singh Jaunapuria,Pankaj Sharma,6376,2
132689140088396,smilefoundation,Smile Foundation,6314,19
1521106071438318,CMO Chhattisgarh,SHREERAM ADVERTISING AND MARKETING,6174,2
101713962007976,Amrit Mahotsav,Amrit Mahotsav,6155,1
132480390432415,Jindal Stainless Solutions,Chariot Media,6149,1
648392601873373,Ashok Chandna,Mukesh Kumar Yadav,5276,11
108859771892572,Ek dhoko Kejriwalne - એક ધોકો કેજરીવાલને,Paltu Express,5172,1
20386543316,WWF-India,Mukesh Nauhwar,5117,1
103206797721245,Tollygunge Trinamool Congress,Mohammad Azharuddin,4986,2
113541631336757,Conman Conrad,Conman Conrad,4885,12
108366798238330,Haryana Affordable Housing Scheme,Arpit Mittal,4871,2
102099855874205,40% ಸರ್ಕಾರ,40percentsarkara,4687,20
1987488401557504,Mahathugbandhan - महाठगबंधन,Mahathugbandhan - महाठगबंधन,4239,12
