Page ID,Page name,Disclaimer,Amount spent (COP),Number of ads in Library
108379099286148,Alcaldía Mayor de Bogotá,Alcaldía Mayor de Bogotá,3740353,53
167878593236712,UNICEF en español,UNICEF con créditos publicitarios de Facebook,2017080,6
1208208469251722,Secretaría Seguridad Bogotá,Secretaría de Seguridad,1925748,19
103723022353836,Secretaría de Turismo de Antioquia,Secretaría de Turismo Antioquia,1482866,18
619776134722439,Secretaría Distrital de Salud,Secretaría Distrital de Salud,1431452,65
597006313643580,Gobernación del Valle del Cauca,Gobernación Valle del Cauca,1348073,66
183025852044152,Secretaría de Desarrollo Económico,Secretaria de Desarrollo Economico,976657,2
898149710234557,Gobernación de Risaralda,Gobernación de Risaralda,973047,65
337989920204367,Looping Park,These ads ran without a disclaimer,767789,1
1719725724954043,Rodrigo Rojas Lara,Rodrigo Rojas Lara,747032,1
308580499200723,Alcaldía de Medellín,Alcaldia de Medellìn,729557,14
100240736764836,Alcaldía de Palmira,add media sas,562446,9
68793499001,UNICEF,UNICEF with Facebook Ad Credits,321690,8
120925518113593,Alcaldía de Manizales,Universal Group Agencia de Comunicaciones SAS,294625,5
601336570076276,Rodolfo Correa,Rodolfo Andres Vargas Correa,267169,2
196708007369368,Mi Valle Del Cauca,Markate en la web,250897,1
316256535073131,Gobernación de Antioquia,Logros Publicitarios,233566,5
316256535073131,Gobernación de Antioquia,Departamento de Antioquia,227435,3
251292808253299,Canadian College,Canadian College,204800,20
347829805566702,Colombia Noticias,Markate En La Web,196265,1
320718924713146,Secretaría Distrital de la Mujer,Secretaría Distrital de la Mujer,189238,11
273861903433499,Lourdes López Flórez,Lourdes Del Rosario Lopez Flores,175973,3
1667797580123453,Biblioteca Pública Piloto,Biblioteca Pública Piloto de Medellín,169198,3
109799108388155,El Cuarto Poder,El Cuarto Poder,161194,4
236115666578709,INDER Alcaldía de Medellín,INDER Alcaldía de Medellín,154887,1
224169580962812,Alcaldía de Bello,Alcaldía de Bello,145773,4
