Location name,Amount spent (VND)
An Giang Province,156095
Bà Rịa–Vũng Tàu Province,66672
Bình Dương Province,219667
Bình Phước Province,68045
Bình Thuận Province,46398
Bình Định Province,126980
Bạc Liêu Province,16976
Bắc Giang Province,327771
Bắc Kạn Province,32001
Bắc Ninh Province,195243
Bến Tre Province,25354
Cao Bằng Province,26377
Cà Mau Province,23314
Cần Thơ,27864
Da Nang,156231
Gia Lai Province,72974
Haiphong,173062
Ho Chi Minh City,1812167
Hà Giang Province,53414
Hà Nam Province,68135
Hà Tĩnh Province,155381
Hòa Bình Province,64021
Hưng Yên Province,92760
Hải Dương Province,212741
Hậu Giang Province,8219
Khánh Hòa Province,51038
Kiên Giang Province,36607
Kon Tum Province,16959
Lai Châu Province,21926
Long An Province,60742
Lào Cai Province,35849
Lâm Đồng Province,79059
Lạng Sơn Province,126195
Nam Định Province,98169
Nghệ An Province,298555
Ninh Bình Province,126580
Ninh Thuận Province,14941
Phú Thọ Province,193873
Phú Yên Province,36227
Quảng Bình Province,81524
Quảng Nam Province,63738
Quảng Ngãi Province,119941
Quảng Ninh Province,102383
Quảng Trị Province,50301
Sóc Trăng Province,17270
Sơn La Province,75420
Thanh Hóa Province,328725
Thái Bình Province,118116
Thái Nguyên Province,124536
Thừa Thiên–Huế Province,69302
Tiền Giang Province,41763
Trà Vinh Province,29559
Tuyên Quang Province,164638
Tây Ninh Province,115932
Unknown,≤100
Vĩnh Long Province,17354
Vĩnh Phúc Province,126458
Yên Bái Province,94310
Điện Biên Province,33497
Đắk Lắk Province,141422
Đắk Nông Province,40155
Đồng Nai Province,197214
Đồng Tháp Province,52064
