Location name,Amount spent (VND)
An Giang Province,26797
Bà Rịa–Vũng Tàu Province,50646
Bình Dương Province,130210
Bình Phước Province,26746
Bình Thuận Province,45609
Bình Định Province,39611
Bạc Liêu Province,10992
Bắc Giang Province,78817
Bắc Kạn Province,612
Bắc Ninh Province,77520
Bến Tre Province,26770
Cao Bằng Province,11049
Cà Mau Province,26162
Cần Thơ,27846
Da Nang,55867
Gia Lai Province,12783
Haiphong,107062
Ho Chi Minh City,709470
Hà Giang Province,1148
Hà Nam Province,1664
Hà Tĩnh Province,59472
Hòa Bình Province,26249
Hưng Yên Province,1963
Hải Dương Province,79758
Hậu Giang Province,7611
Khánh Hòa Province,54061
Kiên Giang Province,28412
Kon Tum Province,1168
Lai Châu Province,430
Long An Province,49973
Lào Cai Province,51355
Lâm Đồng Province,52797
Lạng Sơn Province,44015
Nam Định Province,53480
Nghệ An Province,134667
Ninh Bình Province,37781
Ninh Thuận Province,694
Phú Thọ Province,52885
Phú Yên Province,7983
Quảng Bình Province,28674
Quảng Nam Province,53624
Quảng Ngãi Province,29920
Quảng Ninh Province,78887
Quảng Trị Province,2898
Sóc Trăng Province,26731
Sơn La Province,26526
Thanh Hóa Province,112678
Thái Bình Province,53680
Thái Nguyên Province,72891
Thừa Thiên–Huế Province,28777
Tiền Giang Province,43111
Trà Vinh Province,15351
Tuyên Quang Province,52067
Tây Ninh Province,34672
Vĩnh Long Province,1172
Vĩnh Phúc Province,54441
Yên Bái Province,52247
Điện Biên Province,1614
Đắk Lắk Province,54241
Đắk Nông Province,1859
Đồng Nai Province,136156
Đồng Tháp Province,26702
