Page ID,Page name,Disclaimer,Amount spent (HUF),Number of ads in Library
103239152025517,Aktuális,Aktuális Média,2904284,4
120370174702378,Magyarország Kormánya,Magyarország Kormánya,674736,2
294998357524107,Deák Dániel,Megafon,570705,3
503614639975773,Trombitás Kristóf,Megafon,446337,3
109637397268775,Nyugati Pályán,Splendidea Communications Kft,177290,8
110462711892232,DK TV,Demokratikus Koalíció,113954,2
187301974635606,Gyurcsány Ferenc,Demokratikus Koalíció,111361,2
224274995688487,Bohár Dániel - Riporter,Megafon,99221,1
178362315106,European Parliament,European Parliament,95030,16
306318386058001,Dr. Molnár Csaba,Demokratikus Koalíció,79474,1
1878531865537365,Kálmán Olga,Demokratikus Koalíció,79020,1
543788999005363,ORIGO,Mediaworks Hungary Zrt.,75918,10
594088897289853,Alapjogokért Központ,Alapjogokért Központ,69155,28
303640261940,Nemzeti Sport Online,Mediaworks Hungary Zrt.,67070,12
191461774219575,hirado.hu,hirado.hu,65144,24
47198507012,LMP - Magyarország Zöld Pártja,LMP - Magyarország Zöld Pártja,63570,6
248172631940,Mandiner,Mediaworks Hungary Zrt.,57213,10
438674070213065,Magyar Állampapír,Magyar Állampapír,55282,3
103294948505659,Szánthó Miklós,Szánthó Miklós – Alapjogokért Központ,53703,15
44847086574,Amnesty International Magyarország,Amnesty International Magyarország,39415,9
108346693873484,Győrffy Balázs,Balazs Gyorffy,36284,4
1534911313439123,Ripost,Ripost,35795,7
115295915203476,Európa Pont,Európai Bizottság Magyarországi Képviselete,34747,7
331580946799,Borsonline - Bors Szórakoztató Napilap,Borsonline - Bors Szórakoztató Napilap,32976,5
169599166463839,Demokratikus Koalíció,Demokratikus Koalíció,31979,1
136387873164491,Csárdi Antal,LMP - Magyarország Zöld Pártja,31008,5
264517713636590,PestiSracok.hu,PestiSrácok.hu,30308,13
326635018181862,Magyar Nemzet,Mediaworks Hungary Zrt.,29984,7
109503892404998,Világgazdaság,Mediaworks Hungary Zrt.,27451,4
447204268797621,RTL.hu,RTL.HU,26071,8
193944440638410,Karácsony Gergely,Budapest Főváros Önkormányzat,25175,4
1487569941539650,Tanítanék,Humán Platform,24934,3
100401808007704,EzaLényeg.hu,EzaLényeg.hu,24339,18
103433614761947,Megafon,Megafon,22952,1
110149601578231,GeriJoca,Megafon,21565,1
131283758531,HVG,HVG Kiadó ZRt.,20861,12
128596180810227,Stefi Déri,Megafon,20626,1
150219742265121,Bedő Dávid,Bedő Dávid - Momentum,20542,5
100299381703981,Ps TV,PestiSrácok.hu,20480,4
153992771336740,Origo Sport,Mediaworks Hungary Zrt.,20265,5
106280224056208,Gelencsér Ferenc,Momentum Mozgalom,16609,2
1584646591763647,Kanász-Nagy Máté,LMP - Magyarország Zöld Pártja,16563,5
105129068891221,Frisshirek.hu,Genesis Médiacsoport Kft.,16327,7
537817739693723,Brain Bar,Brain Bar,14511,7
103946674951254,Kötter Tamás,Megafon,14322,1
1492058911054949,REHAU Magyarország,These ads ran without a disclaimer,14249,1
105666454157523,Szikra Mozgalom,Szikra Mozgalom,14006,7
168575333176758,Wintermantel Zsolt,Wintermantel Zsolt,13852,1
206674032754117,"Karitáció Alapítvány, Gyógyító Bohócdoktorok",Karitáció Közhasznú Alapítvány,13708,2
592204747588011,Momentum Mozgalom,Momentum Mozgalom,13537,4
1237616006358749,Kékes Online,Kékes Online,13287,16
506348326210466,Ungár Péter,LMP - Magyarország Zöld Pártja,12868,6
35634348348,Greenpeace Magyarország,Greenpeace Magyarország,12471,9
326763130286,Borsod Online,Borsod Online,12257,3
176838269632977,Agreena,These ads ran without a disclaimer,11787,1
109414841321682,Magyar Falu Program,Magyar Falu Program,11273,3
125953004085398,Kemma.hu,Kemma.hu,10757,4
421262681731198,Vasarnap.hu,Kovács K. Zoltán Alapítvány,10655,4
113684438795574,Párbeszéd Magyarországért,Párbeszéd Magyarországért,10532,7
108248022589754,Bosch Magyarország,Bosch Magyarország,10248,9
734217673259088,Ujhelyi István dr.,Ujhelyi István EP-képviselő,10038,35
129255963785124,Heol.hu,Heol.hu,10037,3
276554411147,Szabolcs Online,Szabolcs Online,9855,3
1265353903615539,Oeconomus,Oeconomus,9852,6
