Location name,Amount spent (VEF)
Amazonas,250000
Anzoátegui,4830126
Apure,1500000
Aragua,5400142
Barinas,2250000
Bolívar (state),5330140
Capital District,12131142
Carabobo,7640203
Cojedes,992526
Delta Amacuro,250000
Falcón,3152581
Guárico,2500000
Lara,5500000
Miranda (state),5000000
Monagas,2500000
Mérida,3000000
Nueva Esparta,4547540
Portuguesa,3000000
Sucre,2250000
Trujillo,2000000
Táchira,3750000
Unknown,≤100
Vargas,1250000
Yaracuy,2077554
Zulia,11000000
