Location name,Amount spent (NZD)
Auckland Region,5519
Bay of Plenty Region,1111
Canterbury,1978
Cook Islands,≤100
Gisborne District,127
Hawke's Bay,490
Manawatu-Wanganui,926
Marlborough Region,158
Nelson Province,208
Niue,≤100
Northland Region,640
Otago,861
Southland,371
Taranaki,442
Tasman District,127
Unknown,≤100
Waikato,1790
Wellington Region,1456
West Coast,110
