Location name,Amount spent (AUD)
Australian Capital Territory,1091
Jervis Bay Territory,≤100
New South Wales,18065
Northern Territory,572
Queensland,15435
South Australia,4813
Tasmania,2177
Unknown,637
Victoria,18210
Western Australia,7579
